"Iteration"	"speciation"	"extinction"
2	0.144565730686781	0.0373796198772229
3	0.144565730686781	0.0373796198772229
4	0.144723296131897	0.0375371853223388
5	0.143698633257861	0.0365125224483025
6	0.143698633257861	0.0365125224483025
7	0.149413096749074	0.0422269859395152
8	0.149313497444111	0.04219883727958
9	0.149313497444111	0.04219883727958
10	0.149882561164658	0.0423596655218765
11	0.158011495571716	0.044657057158746
12	0.158175071315312	0.0447032867783386
13	0.15117140876998	0.0398730273252209
14	0.14435338290289	0.033055001458131
15	0.135733476175465	0.0244350947307061
16	0.153023954005044	0.0418651330186546
17	0.146979111129758	0.0402113517352201
18	0.157312429312373	0.0505446699178352
19	0.157312429312373	0.0505446699178352
20	0.160610312996524	0.0570241406915228
21	0.149599775783258	0.0531148872231472
22	0.171809426280376	0.0753245377202658
23	0.171809426280376	0.0753245377202658
24	0.176023444004254	0.0771720436683858
25	0.176023444004254	0.0771720436683858
26	0.173812993527969	0.0762029399126468
27	0.174539374645728	0.0765213992841054
28	0.149814365096506	0.0517963897348837
29	0.149814365096506	0.0517963897348837
30	0.145508292613785	0.0474903172521619
31	0.144465024287592	0.0449083105730519
32	0.168943898073162	0.0698626173456428
33	0.17165073949046	0.0725694587629405
34	0.17165073949046	0.0725694587629405
35	0.17165073949046	0.0725694587629405
36	0.172254148863201	0.0731728681356816
37	0.165933556607972	0.0668522758804525
38	0.165933556607972	0.0668522758804525
39	0.16766737504933	0.0685860943218108
40	0.16256057955306	0.0634792988255404
41	0.16256057955306	0.0634792988255404
42	0.159773791672986	0.0565457467299401
43	0.159773791672986	0.0565457467299401
44	0.158879194995791	0.0562291388770223
45	0.161531254461872	0.0539158726498687
46	0.157530658142744	0.0499152763307407
47	0.144525038141503	0.0457943063311972
48	0.148145831212504	0.0469415933977674
49	0.148182158167553	0.0469531039825699
50	0.147293852912055	0.0460647987270712
51	0.147293852912055	0.0460647987270712
52	0.169458219030329	0.0682291648453454
53	0.169458219030329	0.0682291648453454
54	0.145509710340314	0.0442806561553308
