NFos	FossilName	CrownvsStem	CalibratedTaxon	MinAge	MaxAge	BestPracticeScore	NUsrcrFos	DcrFos
1	F_1		Dioscoreales	66	100.5
2	F_2		Dioscoreaceae	15.97	23.03	


