Iteration	posterior	NumSpeciation	numExtinction	numMassExtinctions 
100	-903.911317692093	3	4	2
200	-893.869133211122	1	4	1
300	-900.189708008195	3	3	2
400	-901.947206796462	5	3	2
500	-890.399906837212	2	2	1
600	-898.77368337074	2	3	2
700	-895.202858422342	3	3	1
800	-893.382277961469	3	2	1
900	-896.00691409425	3	2	1
1000	-893.384171706164	3	1	2
1100	-888.893930106444	2	1	1
1200	-893.995475374607	2	1	2
1300	-902.689034316872	4	4	1
1400	-893.63933631851	1	4	1
1500	-892.148795696835	3	2	1
1600	-904.324442269355	6	3	1
1700	-909.61665990342	5	3	2
1800	-902.817020242745	3	3	1
1900	-890.938285124321	1	1	2
2000	-899.724830163635	2	3	3
2100	-901.405625885243	2	4	2
2200	-900.880362400549	6	3	0
2300	-887.281627626185	3	2	0
2400	-889.642653040989	1	1	2
2500	-904.939248041835	4	3	2
2600	-900.161359585249	1	2	3
2700	-893.750126461583	3	4	0
2800	-907.800108984409	3	3	4
2900	-895.473851408204	3	2	2
3000	-894.272902739764	2	4	0
3100	-887.656486778085	2	2	0
3200	-893.059219160271	2	3	1
3300	-892.053614499804	1	4	1
3400	-893.434439339902	2	2	2
3500	-894.311188440323	5	2	0
3600	-892.817118956668	1	5	0
3700	-896.295185496169	1	4	1
3800	-899.197243284411	5	3	1
3900	-904.016720672111	4	3	2
4000	-891.92118274545	3	2	1
4100	-895.85450799218	3	3	1
4200	-896.690650237022	4	3	1
4300	-895.133821883975	3	2	1
4400	-895.231238816589	1	4	1
4500	-884.604644491132	2	2	0
4600	-911.571572483555	2	3	4
4700	-904.971037670347	3	4	1
4800	-905.172775171389	5	3	1
4900	-889.431216609344	3	2	0
5000	-892.64352930003	4	1	0
5100	-895.339269693456	4	2	0
5200	-887.480665713702	1	2	1
5300	-903.122700721442	1	3	4
5400	-891.573942676581	1	1	2
5500	-892.509672126888	4	3	0
5600	-886.183905312541	2	2	0
5700	-909.627216453854	4	4	3
5800	-892.464539823079	2	2	1
5900	-898.370487951745	3	4	1
6000	-892.65728839509	4	1	1
6100	-889.747292608877	2	3	0
6200	-896.129721717662	2	5	0
6300	-892.625317691024	1	2	2
6400	-893.501813135517	3	3	0
6500	-889.962509436111	3	2	0
6600	-911.741214787081	6	2	4
6700	-892.93645865017	3	2	1
6800	-914.426505423528	3	6	3
6900	-906.835108163976	2	8	0
7000	-923.279902080217	3	5	5
7100	-898.486137640233	2	5	1
7200	-895.029786423628	4	3	0
7300	-896.606927573302	2	3	2
7400	-910.170571035804	8	2	1
7500	-909.377291829317	4	6	1
7600	-894.293746117987	1	3	2
7700	-908.454370819345	3	2	4
7800	-886.190860302165	1	2	0
