Iteration	posterior	NumSpeciation	numExtinction	numMassExtinctions 
100	-8282.53120936582	5	4	2
200	-8280.37545553189	5	3	2
300	-8274.24664791405	4	2	2
400	-8292.25602044893	3	6	3
500	-8291.27972884178	4	4	4
600	-8305.58262199317	4	8	4
700	-8271.80908093856	4	3	2
800	-8293.44235850232	5	5	4
900	-8296.22254817105	5	4	5
1000	-8269.40716966888	3	3	2
1100	-8290.22606408525	5	6	2
1200	-8284.02684621185	5	4	3
1300	-8311.40447095257	9	4	4
1400	-8310.45047336916	9	7	3
1500	-8291.52278378951	7	3	3
1600	-8280.9496618341	7	1	3
1700	-8276.99823010151	6	1	1
1800	-8285.03870871994	4	2	5
1900	-8277.02961919524	7	2	2
2000	-8288.74355530147	4	4	4
2100	-8291.16877495416	6	4	3
2200	-8272.37996185524	6	2	2
2300	-8269.15349290209	5	1	2
2400	-8300.49120285128	5	2	5
2500	-8279.16934528583	3	4	3
2600	-8298.11101689533	6	6	3
2700	-8277.70121818782	5	3	2
2800	-8292.18748642471	4	6	3
2900	-8281.91515970157	4	3	3
3000	-8287.95960781098	4	4	3
3100	-8286.22242114115	3	4	4
3200	-8326.62173864635	6	8	6
3300	-8306.67559709253	6	5	5
3400	-8296.47947056646	7	4	3
3500	-8282.12228050069	4	3	1
3600	-8279.46252239453	4	2	3
3700	-8284.5842249069	3	5	3
3800	-8282.79958462457	5	5	1
3900	-8287.43286000904	4	3	4
4000	-8292.82994400014	8	1	3
4100	-8287.13062160971	4	1	5
4200	-8288.92638050882	3	4	4
4300	-8298.71892667752	6	5	3
4400	-8289.88899886457	6	4	2
4500	-8288.3154117845	3	5	3
4600	-8295.28727362755	6	4	4
4700	-8277.75237633334	3	3	4
4800	-8279.06200059456	5	1	4
4900	-8268.79157862124	4	2	2
5000	-8302.54002854559	6	3	6
5100	-8296.90657462624	4	4	4
5200	-8290.86812073571	6	2	4
5300	-8286.91844664078	6	3	3
5400	-8282.32843128861	3	2	4
5500	-8279.21346581329	4	4	2
5600	-8295.03304302375	6	2	5
5700	-8264.55163547094	3	1	3
5800	-8284.44849169318	4	2	4
5900	-8303.19439574122	4	4	7
6000	-8290.77796488074	5	3	5
6100	-8294.39505942913	4	5	5
6200	-8269.31788711189	3	2	4
6300	-8272.82542734039	5	3	3
6400	-8283.51777525298	7	3	4
6500	-8291.49398060878	6	1	5
6600	-8275.03620132213	5	1	3
6700	-8275.7233741308	4	3	4
6800	-8295.67149987355	6	4	4
6900	-8285.34986425066	6	3	3
7000	-8284.30537685417	5	3	4
7100	-8266.25864745031	4	1	3
7200	-8272.6220061568	3	3	4
7300	-8283.81641744729	4	3	5
7400	-8273.22977689097	4	2	3
7500	-8295.87094019549	7	3	4
7600	-8281.75010490448	6	3	2
7700	-8278.21879622145	4	3	4
7800	-8272.49252129813	3	1	4
7900	-8292.91543677478	6	3	4
8000	-8279.22402217321	3	2	4
8100	-8275.3733198545	4	3	1
8200	-8268.6146403054	3	3	2
8300	-8269.86403999529	4	3	1
8400	-8299.83693163824	5	2	6
8500	-8271.2576676669	4	4	1
8600	-8287.28472281012	4	6	3
8700	-8297.21260139877	4	6	3
8800	-8285.78259127521	5	4	2
8900	-8284.28163138897	5	5	1
9000	-8299.09826906261	7	5	3
9100	-8291.46405171311	8	1	3
9200	-8308.62724626006	5	6	6
9300	-8280.34650785532	4	5	3
9400	-8283.13146000664	5	4	2
9500	-8277.15929268691	5	2	2
9600	-8278.73936449405	6	4	1
9700	-8267.93154338583	4	2	1
9800	-8275.29717407693	5	2	2
9900	-8285.28149229551	5	3	3
10000	-8273.58131308716	6	1	1
10100	-8279.11616775356	6	3	0
10200	-8276.13495954434	4	4	1
10300	-8289.87635217202	6	5	1
10400	-8316.66876037719	8	5	5
10500	-8294.66512980194	5	5	3
10600	-8292.21699255445	7	5	1
10700	-8302.4266132193	7	4	3
10800	-8292.14802287053	8	4	1
10900	-8284.12796119856	6	3	1
11000	-8286.79440312669	5	4	2
11100	-8282.03017757779	5	3	2
11200	-8264.5867657188	4	2	0
11300	-8274.25736714057	5	2	1
11400	-8273.5034801092	4	3	1
11500	-8294.77598521235	5	4	4
11600	-8279.90517253053	3	2	3
11700	-8274.1380534337	3	3	2
11800	-8282.34131333259	5	2	3
11900	-8275.18437599011	4	4	1
12000	-8274.44029215738	4	4	0
12100	-8272.02877301574	5	1	1
12200	-8298.40386779675	7	5	3
12300	-8272.60830663809	4	3	1
12400	-8293.15005796517	5	5	3
12500	-8289.31320069394	5	4	3
12600	-8288.41889153984	5	5	2
12700	-8281.34772156805	6	1	1
12800	-8276.16753344452	5	3	1
12900	-8278.70750674934	3	5	1
13000	-8280.27175410717	4	5	1
13100	-8272.90019534129	4	4	1
13200	-8289.64258911878	6	4	2
13300	-8293.40668193534	5	6	2
13400	-8277.27271294713	5	3	2
13500	-8287.02492745489	3	4	4
13600	-8271.96395708455	4	3	0
13700	-8277.12333832398	4	4	2
13800	-8298.21571202917	6	5	3
13900	-8278.03881969639	4	3	2
14000	-8295.81590439873	4	8	2
14100	-8299.84322892197	6	4	4
14200	-8280.68957429741	5	4	1
14300	-8265.85003054314	3	4	0
14400	-8300.35075767039	6	3	5
14500	-8272.21890976013	2	5	1
14600	-8277.11067173228	4	5	2
14700	-8283.22149815407	5	5	1
14800	-8295.62001180284	4	6	3
14900	-8271.90661207638	5	3	1
15000	-8275.76323081691	3	6	1
15100	-8274.17811449684	4	4	1
15200	-8258.42889263361	2	3	1
15300	-8275.2799799777	5	3	1
15400	-8281.49143042461	2	6	2
15500	-8261.7897710329	2	3	1
15600	-8277.57602626731	3	5	1
15700	-8289.2844461548	4	8	1
15800	-8287.16457277249	4	7	0
15900	-8292.41895269179	5	4	4
16000	-8286.38031777991	5	4	2
16100	-8288.08834196202	5	7	1
16200	-8273.58607641812	3	6	0
16300	-8287.53051471396	4	4	4
16400	-8275.02998856873	2	4	2
16500	-8301.94297176581	5	5	4
16600	-8290.52784396808	4	4	4
16700	-8312.74663027202	6	8	4
16800	-8274.88429952794	5	3	0
16900	-8276.28287632052	3	5	0
17000	-8285.44904449838	4	5	3
17100	-8279.8955063423	4	6	1
17200	-8292.27551078077	5	3	4
17300	-8283.45484794566	4	6	2
17400	-8276.37587425894	5	4	0
17500	-8270.87235115184	5	3	1
17600	-8294.20692715488	4	4	4
17700	-8284.24765333176	5	5	2
17800	-8294.9615185469	7	4	3
17900	-8282.71087864185	3	4	4
18000	-8282.4931292707	5	5	0
18100	-8278.20721613681	2	5	3
18200	-8283.06040393547	3	4	4
18300	-8281.63925858027	4	4	2
18400	-8288.27630873999	4	5	3
18500	-8276.59559435632	4	5	1
18600	-8278.01238634416	3	6	1
18700	-8269.03017893579	5	3	0
18800	-8291.19197728286	6	7	1
18900	-8289.30585910395	4	4	4
19000	-8265.90026523674	3	4	0
19100	-8273.07298508347	2	5	1
19200	-8272.73506573852	5	4	1
19300	-8302.46605920969	4	5	6
19400	-8298.61600662749	3	7	4
19500	-8291.9397924129	6	4	3
19600	-8275.51183094295	4	5	0
19700	-8295.6127081247	3	8	3
19800	-8287.13810694035	3	7	2
19900	-8280.48362002211	3	6	2
20000	-8295.12830651161	4	8	2
20100	-8274.0960618351	3	4	2
20200	-8291.88715792564	5	7	2
20300	-8277.09888368851	5	5	0
20400	-8285.69579814838	6	4	2
20500	-8299.31542307326	7	5	3
20600	-8294.12497024747	6	4	3
20700	-8280.71957217875	6	3	1
20800	-8292.10252716646	2	8	2
20900	-8286.26581027631	5	6	1
21000	-8269.63383140128	5	3	0
21100	-8279.98179548597	4	5	2
21200	-8281.19697287484	3	6	2
21300	-8302.20911656754	6	6	4
21400	-8293.59380912918	5	4	4
21500	-8285.75320843878	2	4	3
21600	-8295.10819813919	6	5	3
21700	-8270.27656086835	4	4	1
21800	-8279.53022690875	6	4	2
21900	-8283.5579935686	4	6	2
22000	-8277.91065704392	4	6	1
22100	-8286.34650642279	3	8	1
22200	-8279.23922017144	4	5	1
22300	-8285.63628989265	7	4	1
22400	-8274.55258163613	4	5	0
22500	-8279.36590894219	6	4	0
22600	-8282.41275872594	5	3	3
22700	-8290.36321291727	3	5	3
22800	-8286.24296994484	5	3	2
22900	-8288.83193135392	5	5	2
23000	-8302.75845771554	5	8	1
23100	-8286.4645513688	7	3	0
23200	-8301.80254564139	6	6	2
23300	-8279.61983842454	3	5	1
23400	-8282.49993863384	5	2	2
23500	-8286.15488231975	4	3	3
23600	-8290.11440643726	6	4	2
23700	-8283.79069989325	5	4	2
23800	-8278.07030731806	7	3	1
23900	-8313.67672729945	9	5	5
24000	-8280.42656974652	4	4	2
24100	-8281.50122707415	5	4	1
24200	-8276.09786708118	3	4	2
24300	-8285.57646268292	5	2	4
24400	-8278.57196022624	4	2	4
24500	-8273.47692947767	4	2	2
24600	-8287.54697082204	3	6	2
24700	-8272.22930484948	5	2	2
24800	-8277.45858021003	4	2	3
24900	-8278.25738183004	3	5	2
25000	-8269.52505727306	4	2	2
25100	-8302.71967211025	8	4	3
25200	-8302.23551889009	4	4	6
25300	-8290.53506105828	5	6	3
25400	-8276.98002771957	5	3	2
25500	-8277.63215670879	6	2	2
25600	-8301.8958146877	6	5	4
25700	-8273.98011573985	4	2	3
25800	-8301.00361238411	6	6	3
25900	-8273.54014851067	4	3	2
26000	-8274.08993176263	3	5	2
26100	-8281.16095334799	3	5	3
26200	-8305.45052219958	3	5	6
26300	-8291.80973002695	3	5	4
26400	-8269.72726426827	4	2	2
26500	-8275.46080811799	3	4	3
26600	-8277.76647369277	4	4	2
26700	-8301.41487026189	5	4	5
26800	-8292.74273601004	2	6	4
26900	-8290.17795793582	7	5	1
27000	-8280.21870298881	5	2	3
27100	-8282.88312124361	2	6	2
27200	-8274.51520313059	3	4	2
27300	-8276.84158380449	2	4	3
27400	-8276.06965265105	3	3	3
27500	-8280.48929882979	5	3	3
27600	-8287.64790561128	6	5	2
27700	-8282.49820074182	5	4	2
27800	-8292.14736921943	4	5	4
27900	-8289.33375177999	8	4	1
28000	-8287.48586905511	6	3	2
28100	-8274.4555257501	4	3	2
28200	-8295.3132566275	5	7	2
28300	-8272.40474135391	5	2	2
28400	-8280.87830846642	3	6	2
28500	-8277.92795199563	4	4	3
28600	-8277.0064871351	2	3	3
28700	-8290.08802783767	3	5	3
28800	-8284.80306955314	4	6	1
28900	-8281.84673184613	4	3	3
29000	-8282.59583696854	5	5	1
29100	-8290.53303470552	4	6	2
29200	-8273.28961320269	3	3	3
29300	-8289.2183436148	5	3	4
29400	-8268.54303467584	4	2	2
29500	-8290.00495148514	4	4	4
29600	-8283.81407398948	3	5	3
29700	-8277.61455644398	3	5	2
29800	-8272.07589994371	2	4	2
29900	-8287.80533151408	5	2	3
30000	-8293.44141681298	6	2	3
30100	-8276.56407370339	5	3	1
30200	-8288.34576606381	3	4	4
30300	-8279.82338229944	2	4	3
30400	-8268.03763151812	3	3	3
30500	-8286.05611847072	4	5	3
30600	-8298.14717728527	7	3	5
30700	-8295.0890393659	4	3	6
30800	-8277.01955358668	4	2	3
30900	-8297.12512229621	6	6	2
31000	-8283.80258906161	5	5	3
31100	-8281.6988824616	6	4	1
31200	-8267.52334226212	4	2	2
31300	-8267.45803747342	3	3	2
31400	-8269.48815584907	3	4	2
31500	-8272.04455446382	4	2	3
31600	-8289.17559355385	6	3	4
31700	-8298.28324927897	5	7	3
31800	-8293.08561050379	6	5	3
31900	-8275.20075320331	4	3	2
32000	-8278.99291059883	5	3	2
32100	-8297.64135984181	6	5	3
32200	-8287.00362211777	3	5	2
32300	-8278.5605407761	3	6	1
32400	-8273.66242281337	4	2	3
32500	-8277.22277583813	3	3	3
32600	-8321.27713698862	5	5	8
32700	-8275.49266018341	4	3	3
32800	-8271.08553914617	3	3	1
32900	-8274.45720598279	4	4	1
33000	-8277.1871458582	4	5	2
33100	-8277.3625748848	4	5	2
33200	-8278.37643343771	3	5	2
33300	-8291.02228514251	4	5	4
33400	-8277.07250590408	5	3	2
33500	-8294.65483670666	7	5	2
33600	-8280.32164571221	4	3	4
33700	-8269.58126309569	3	4	2
33800	-8293.88654784014	5	4	4
33900	-8278.56871931671	4	4	2
34000	-8291.32498009784	3	6	3
34100	-8281.22401343586	4	4	2
34200	-8283.8372898786	7	3	2
34300	-8290.6536963909	7	6	1
34400	-8284.77131115187	3	7	2
34500	-8279.70845468665	3	4	3
34600	-8277.18959066983	3	3	3
34700	-8289.65019263318	4	7	3
34800	-8295.67000966978	7	4	4
34900	-8281.4456567046	5	1	4
35000	-8273.06895590509	5	3	2
35100	-8285.47417998388	4	3	4
35200	-8260.32347380051	4	2	1
35300	-8283.56740152101	4	2	4
35400	-8282.60040712982	7	3	1
35500	-8287.21607990871	4	5	4
35600	-8288.5845146448	7	3	3
35700	-8272.75105717102	5	2	3
35800	-8290.69310581642	7	1	4
35900	-8279.75104685029	6	2	3
36000	-8283.5465636788	7	3	2
36100	-8283.08351920744	5	3	4
36200	-8276.43538344992	5	2	3
36300	-8280.98656350168	5	1	4
36400	-8280.61197776073	4	4	3
36500	-8287.51935237073	5	1	5
36600	-8283.05864764077	5	5	2
36700	-8289.2482250855	7	2	3
36800	-8284.04943363039	7	1	2
36900	-8300.18080930339	8	2	5
37000	-8279.83668465248	7	1	1
37100	-8298.68572397394	11	4	1
37200	-8288.85066814357	6	5	1
37300	-8276.40155595526	5	3	2
37400	-8272.54930596964	6	2	2
37500	-8277.87576913683	5	6	0
37600	-8285.28086059202	6	5	2
37700	-8304.31575146026	8	5	3
37800	-8292.97084793142	10	4	0
37900	-8280.4559112552	7	1	2
38000	-8289.02264658382	7	4	1
38100	-8292.90684798793	6	3	3
38200	-8286.63567539553	8	3	1
38300	-8284.8475344636	6	2	2
38400	-8281.28940450613	6	1	2
38500	-8286.47806126254	6	5	0
38600	-8271.80257258654	4	3	1
38700	-8282.66892660287	5	2	4
38800	-8279.56232171144	4	2	3
38900	-8283.11754217862	8	1	1
39000	-8283.47403973711	7	1	2
39100	-8276.7185204496	5	2	2
39200	-8279.56536465376	7	1	1
39300	-8290.51375138622	5	3	3
39400	-8287.31909896511	6	2	3
39500	-8286.41379983937	5	3	2
39600	-8295.35432465773	7	4	2
39700	-8274.01022220069	4	2	2
39800	-8278.81818923706	4	4	2
39900	-8276.49194898537	4	2	2
40000	-8282.8544393653	6	3	2
40100	-8272.56997147223	5	2	1
40200	-8276.99379712716	4	2	1
40300	-8282.06616810821	4	3	3
40400	-8277.38632366541	5	2	2
40500	-8274.56090170841	4	2	2
40600	-8282.42752573989	6	4	2
40700	-8283.12037571822	4	3	4
40800	-8279.49352469585	5	4	2
40900	-8288.13075792076	7	4	2
41000	-8284.70676978703	4	4	3
41100	-8294.08383197695	8	2	4
41200	-8278.01849122618	5	3	2
41300	-8295.11724940532	4	5	5
41400	-8264.79719983125	4	2	2
41500	-8278.91062934588	6	3	2
41600	-8289.48549122343	3	7	2
41700	-8271.75518948557	4	2	3
41800	-8306.43914414916	3	8	5
41900	-8289.58977710781	5	7	1
42000	-8293.31208410583	3	5	4
42100	-8278.3926735857	3	5	2
42200	-8265.55939457376	4	3	1
42300	-8277.88857828262	3	4	3
42400	-8299.78663233855	4	5	5
42500	-8281.76020230384	5	3	2
42600	-8272.22019418163	4	3	1
42700	-8280.21595454137	7	3	2
42800	-8268.94591968939	4	3	2
42900	-8262.67066105282	2	4	1
43000	-8278.59510578532	4	5	3
43100	-8275.85047524448	2	3	4
43200	-8291.9455053081	4	4	4
43300	-8279.86603433602	3	3	3
43400	-8289.61405361184	6	2	4
43500	-8278.05069750256	6	2	3
43600	-8288.94748655532	4	5	4
43700	-8278.57157412823	3	6	2
43800	-8277.19647576805	2	4	3
43900	-8281.91775225335	4	3	3
44000	-8267.92729841006	4	3	1
44100	-8291.70771209234	5	3	5
44200	-8326.04425788901	6	5	9
44300	-8288.73490027002	3	6	3
44400	-8278.60233603522	3	4	3
44500	-8277.72636819785	5	3	3
44600	-8282.27857318406	7	2	3
44700	-8282.54784952056	8	3	2
44800	-8302.76996264959	5	8	2
44900	-8280.28966937409	3	3	2
45000	-8274.91509739841	4	4	2
45100	-8299.6868485006	6	7	3
45200	-8275.92190923695	4	3	3
45300	-8271.11003829143	5	2	2
45400	-8276.78372429624	6	4	2
45500	-8285.14783596657	6	3	3
45600	-8286.54271060362	6	2	4
45700	-8289.66372481308	6	5	2
45800	-8283.96285644782	5	3	4
45900	-8292.3724755808	10	3	2
46000	-8288.86692934006	5	4	4
46100	-8296.81857314344	5	4	5
46200	-8288.81289353128	7	1	4
46300	-8263.88651078923	4	2	1
46400	-8283.19042327261	6	1	4
46500	-8289.66861565626	7	2	3
46600	-8291.95384394423	5	6	3
46700	-8280.994352195	4	3	2
46800	-8299.37787842368	6	7	3
46900	-8287.08335610013	5	6	1
47000	-8279.87714388625	5	3	3
47100	-8288.75083364209	8	1	2
47200	-8276.87575408398	6	3	1
47300	-8281.27993842952	5	3	3
47400	-8284.71529835612	7	1	4
47500	-8276.35723950064	5	4	2
47600	-8271.39623256218	4	4	2
47700	-8286.71330199301	6	4	2
47800	-8275.6232770943	5	1	2
