Iteration	posterior	NumSpeciation	numExtinction	numMassExtinctions 
100	-544.40357734607	5	4	2
200	-545.44635541554	5	2	1
300	-543.651896570181	4	3	3
400	-533.730542462396	2	2	1
500	-533.278551197185	4	3	1
600	-537.03503292229	2	6	2
700	-533.355630573364	2	2	1
800	-543.827156509593	3	2	4
900	-529.138305918188	4	7	0
1000	-535.70308881588	3	2	1
1100	-528.117980074932	3	5	1
1200	-529.070845884549	3	3	1
1300	-541.269317459636	4	3	2
1400	-537.913583452628	4	1	1
1500	-543.229780487618	3	3	1
1600	-533.424177029663	4	1	1
1700	-538.021078395544	4	1	0
1800	-534.027329721137	5	3	0
1900	-537.149552941782	6	4	0
2000	-534.869920860534	2	2	1
2100	-557.017690423171	8	3	3
2200	-539.919368638747	6	4	0
2300	-540.908514586869	4	3	2
2400	-536.373035412863	5	2	1
2500	-533.248608905675	3	4	1
2600	-524.378323835455	4	5	0
2700	-539.884437778999	4	4	3
2800	-543.68895101342	4	3	1
2900	-544.854952739118	8	1	0
3000	-534.633952532735	4	6	0
3100	-541.714019091598	6	1	1
3200	-536.748214291398	5	5	1
3300	-538.363881525305	2	4	3
3400	-529.862942595188	2	3	1
3500	-531.590966190158	2	2	1
3600	-533.71424001862	5	2	0
3700	-532.728243875492	6	2	0
3800	-537.190298781244	4	3	1
3900	-541.120413529311	5	3	1
4000	-530.461159880742	5	3	0
4100	-531.686474744237	3	2	1
4200	-545.418449882641	3	6	3
4300	-536.724026582746	7	4	0
4400	-539.803253419455	4	3	0
4500	-533.220125933155	3	4	0
4600	-534.683547963859	4	1	0
4700	-539.598588854886	5	2	1
4800	-525.042615708931	3	4	0
4900	-537.031251224649	4	5	0
5000	-529.10963671559	4	5	0
5100	-538.470865050061	4	4	3
5200	-531.274730226837	3	3	0
5300	-533.624680616108	4	4	2
5400	-536.635877006385	4	1	1
5500	-535.221500710572	4	4	1
5600	-544.276324170774	3	6	2
5700	-541.42551306055	3	4	0
5800	-533.295161457852	4	3	1
5900	-547.267042401226	3	1	5
6000	-532.211806548084	3	4	2
6100	-536.942974239385	3	2	3
6200	-546.264385912552	5	1	3
6300	-538.580119107102	3	2	1
6400	-534.679592416497	2	3	2
6500	-539.932689426067	2	1	2
6600	-533.445022010709	2	3	2
6700	-537.019076362768	2	6	2
6800	-535.765822754186	2	3	0
6900	-539.449655472408	2	4	2
7000	-531.320100874785	2	3	2
7100	-545.481757173963	2	2	3
7200	-530.259530697223	2	3	1
7300	-535.126917787138	2	3	2
7400	-536.887533820616	3	2	0
7500	-541.877032371108	5	2	2
7600	-532.245611936021	2	2	1
7700	-532.940260943	5	4	0
7800	-548.333147469002	6	3	1
7900	-537.042451674694	4	3	1
8000	-536.809008380644	6	3	1
8100	-535.427534612003	3	1	1
8200	-542.578548701416	3	2	3
8300	-541.276399148468	2	1	2
8400	-549.619501288108	3	5	2
8500	-531.068463223448	2	3	1
8600	-546.249810077265	3	5	2
8700	-544.948309401795	7	1	1
8800	-544.143344319158	4	2	3
8900	-529.486172382078	4	4	0
9000	-534.676629614015	2	3	1
9100	-532.800489501574	2	1	1
9200	-546.790213681597	4	3	3
9300	-532.228703087711	3	3	0
9400	-532.603985260966	5	8	0
9500	-529.683795586285	4	5	1
9600	-537.409367062933	4	1	1
9700	-537.002460903864	6	4	1
9800	-535.045458669124	6	4	0
9900	-541.247517934812	7	2	1
10000	-530.213844520137	4	4	0
10100	-535.437410764053	5	4	0
10200	-531.580370245933	2	4	1
10300	-531.77535040168	2	4	1
10400	-532.949031320184	5	5	1
10500	-535.074882000441	3	2	0
10600	-531.441135623088	2	3	1
10700	-539.97432206223	6	2	0
10800	-526.405659706058	3	3	0
10900	-538.359176651078	7	1	0
11000	-551.530233147593	5	6	3
11100	-543.919826906324	5	6	2
11200	-540.192667015029	7	5	2
11300	-532.7082715514	4	1	1
11400	-531.520480797569	3	1	0
11500	-533.190507064976	4	4	0
11600	-537.167087559487	5	6	0
11700	-529.144037271858	3	5	0
11800	-531.89372723088	5	2	0
11900	-528.240344900634	3	3	0
12000	-535.526048816838	5	3	1
12100	-539.308775807498	4	6	1
12200	-535.751607293393	5	2	0
12300	-539.909194550283	7	5	1
12400	-529.797639381137	3	2	0
12500	-523.553726364007	4	4	0
12600	-536.715802108042	6	1	1
12700	-532.484428497794	3	3	0
12800	-533.285166684165	6	3	1
12900	-536.428894558555	3	2	0
13000	-537.956928569036	7	3	0
13100	-536.309421797735	6	2	0
13200	-534.584733145552	6	3	0
13300	-535.190242732021	5	4	0
13400	-538.69434018224	4	3	1
13500	-543.789562778156	6	1	1
13600	-538.513500759169	6	2	0
13700	-531.072706671988	4	3	0
13800	-536.927980536665	5	2	1
13900	-529.401966139001	4	2	0
14000	-549.092076129752	2	2	4
14100	-543.02736495401	3	4	4
14200	-536.091301786219	2	3	2
14300	-533.489774296414	4	6	2
14400	-531.453055506508	2	3	1
14500	-541.634179630884	3	3	3
