"Iteration"	"speciation"	"extinction"
2	0.157883085871343	0.0300470244502742
3	0.157883085871343	0.0300470244502742
4	0.157883085871343	0.0300470244502742
5	0.136128981606531	0.00829292018546191
6	0.127112602515606	0.00388941579489672
7	0.126785751090311	0.00356256436960177
8	0.133843275934517	0.00675512003696118
9	0.134164664448918	0.00753549781603112
10	0.135840649504724	0.0092114828718373
11	0.123775668664419	0.00499417038527508
12	0.131041801090395	0.0122603028112512
13	0.131041801090395	0.0122603028112512
14	0.152958624216475	0.0341771259373311
15	0.129047893473382	0.0288345042966986
16	0.111207664472424	0.0109942752957401
17	0.114520174020919	0.0127489791218331
18	0.114520174020919	0.0127489791218331
19	0.117781736357342	0.0131120731398708
20	0.141199605202154	0.0157190716319076
21	0.141199605202154	0.0157190716319076
22	0.134124616587197	0.00864408301695007
23	0.134649729636396	0.00916919606614948
24	0.136557363331731	0.0110768297614843
25	0.128369179571958	0.00242117486929763
26	0.127400135679865	0.00145213097720472
27	0.127400135679865	0.00145213097720472
28	0.127400135679865	0.00145213097720472
29	0.127877539236176	0.00192953453351553
30	0.137039742005019	0.0269752244350512
31	0.129044273881193	0.0189797563112245
32	0.129044273881193	0.0189797563112245
33	0.129044273881193	0.0189797563112245
34	0.119716146827398	0.00549601631414921
35	0.130779331674978	0.00600391308513708
36	0.130779331674978	0.00600391308513708
37	0.134668030501711	0.00936481539270053
38	0.13072449466524	0.00909058189447926
39	0.113747912981849	0.00791003033467877
40	0.113747912981849	0.00791003033467877
41	0.112662900095754	0.00682501744858372
42	0.112662900095754	0.00682501744858372
43	0.13309136833218	0.00806255573352887
44	0.115267229701735	0.00698278540047893
45	0.113690691291847	0.00540624699059161
46	0.135690687222036	0.0274062429207804
47	0.135690687222036	0.0274062429207804
48	0.130194624443335	0.0219101801420794
49	0.130194624443335	0.0219101801420794
50	0.130194624443335	0.0219101801420794
51	0.130194624443335	0.0219101801420794
52	0.131317646156186	0.0230332018549299
53	0.133636053061005	0.0253516087597494
54	0.113741115673312	0.00545667137205619
55	0.128951677068333	0.00184856269285384
56	0.134046663102734	0.00694354872725484
57	0.114656127692605	0.00593912889052529
