NFos	FossilName	CrownvsStem	CalibratedTaxon	MinAge	MaxAge	BestPracticeScore	NUsrcrFos	DcrFos
1	F_1	crown	Xenarthra	47.6	164.6
2	F_2	crown	Cingulata	55.8	58.7			
3	F_3		Dasypodidae	55.8	58.7
4	F_4		Myrmecophagidae	11.8	13.8
5	F_5		Megalonychidae	21	29


