NFos	FossilName	CrownvsStem	CalibratedTaxon	MinAge	MaxAge	BestPracticeScore	NUsrcrFos	DcrFos
1	F_1	Crown	Caniformia	46.2	50.3
2	F_2	Crown	Canidae	40.4	46.2
3	F_3	Crown	Mustelidae	37.2	40.4
4	F_4	Crown	Ursidae	33.9	37.2
5	F_5	Crown	Phocidae	28.1	33.9		

