time	diversity	m_div	M_div	median_genus_age	m_age	M_age	turnover	m_turnover	M_turnover	life_exp	m_life_exp	M_life_exp	
24	0.0	0	0	NA	NA	NA	1.0	1	1	NA	NA	NA
23	1.0	1	1	0.371603823895	0.371603823895	0.371603823895	1.0	1.0	1.0	11.3757460785	11.3757460785	11.3757460785
22	3.0	3	3	0.752727028777	0.752727028777	0.752727028777	0.666666666667	0.666666666667	0.666666666667	9.77979486359	9.77979486359	9.77979486359
21	3.0	3	3	1.75272702878	1.75272702878	1.75272702878	0.0	0.0	0.0	8.77979486359	8.77979486359	8.77979486359
20	3.0	3	3	2.75272702878	2.75272702878	2.75272702878	0.0	0.0	0.0	7.77979486359	7.77979486359	7.77979486359
19	5.0	5	5	3.74444429605	3.74444429605	3.74444429605	0.4	0.4	0.4	4.54232432217	4.54232432217	4.54232432217
18	6.0	6	6	3.03307151902	3.03307151902	3.03307151902	0.333333333333	0.333333333333	0.333333333333	4.66105959288	4.66105959288	4.66105959288
17	8.0	8	8	0.922154946196	0.922154946196	0.922154946196	0.5	0.5	0.5	3.66105959288	3.66105959288	3.66105959288
16	10.0	10	10	1.4413176961	1.4413176961	1.4413176961	0.2	0.2	0.2	1.48345165298	1.48345165298	1.48345165298
15	6.0	6	6	5.48948657655	5.48948657655	5.48948657655	0.0	0.0	0.0	3.07777047104	3.07777047104	3.07777047104
14	6.0	6	6	6.48948657655	6.48948657655	6.48948657655	0.0	0.0	0.0	2.07777047104	2.07777047104	2.07777047104
13	4.0	4	4	7.48948657655	7.48948657655	7.48948657655	0.0	0.0	0.0	2.3525880006	2.3525880006	2.3525880006
12	4.0	4	4	8.48948657655	8.48948657655	8.48948657655	0.0	0.0	0.0	1.3525880006	1.3525880006	1.3525880006
11	5.0	5	5	6.60978103534	6.60978103534	6.60978103534	0.4	0.4	0.4	4.12857708721	4.12857708721	4.12857708721
10	4.0	4	4	4.63730306053	4.63730306053	4.63730306053	0.0	0.0	0.0	3.20048847117	3.20048847117	3.20048847117
9	5.0	5	5	2.66482508573	2.66482508573	2.66482508573	0.2	0.2	0.2	2.27239985513	2.27239985513	2.27239985513
8	10.0	10	10	0.82198675009	0.82198675009	0.82198675009	0.6	0.6	0.6	2.55675716021	2.55675716021	2.55675716021
7	11.0	11	11	1.71915958343	1.71915958343	1.71915958343	0.0909090909091	0.0909090909091	0.0909090909091	0.592592316131	0.592592316131	0.592592316131
6	9.0	9	9	2.92481391675	2.92481391675	2.92481391675	0.111111111111	0.111111111111	0.111111111111	1.63005015677	1.63005015677	1.63005015677
5	7.0	7	7	3.62239395234	3.62239395234	3.62239395234	0.142857142857	0.142857142857	0.142857142857	1.94250661654	1.94250661654	1.94250661654
4	8.0	8	8	4.35976086613	4.35976086613	4.35976086613	0.125	0.125	0.125	1.4980127902	1.4980127902	1.4980127902
3	8.0	8	8	3.03652200787	3.03652200787	3.03652200787	0.25	0.25	0.25	1.10097937291	1.10097937291	1.10097937291
2	8.0	8	8	2.11501355085	2.11501355085	2.11501355085	0.25	0.25	0.25	0.268129618051	0.268129618051	0.268129618051
1	10.0	10	10	2.34499831848	2.34499831848	2.34499831848	0.3	0.3	0.3	0.995938940856	0.995938940856	0.995938940856
0	16.0	16	16	0.441793196518	0.441793196518	0.441793196518	0.625	0.625	0.625	1.02636335053	1.02636335053	1.02636335053
