clade	species	ts	te
0.0	1.0	0.12207595939094548	0.0
0.0	2.0	0.17732672722392004	0.0
0.0	3.0	5.4945748829360532	0.0
0.0	4.0	0.15355152212983383	0.0
0.0	5.0	3.8199153841755842	0.0
0.0	6.0	5.5862850098966712	3.4634749606864217
0.0	7.0	0.97878471218714136	0.0
0.0	8.0	0.92315884152571137	0.0
0.0	9.0	3.3437993928296574	0.0
0.0	10.0	1.0849678657684285	0.0
0.0	11.0	0.68101364849596147	0.3471961237545011
0.0	12.0	5.2286907843311656	3.3637847252553503
0.0	13.0	6.3350796446020361	5.5714437789037374
0.0	14.0	2.7785126600258843	0.0
0.0	15.0	0.63196787479498429	0.0
0.0	16.0	2.2931489243106564	0.0
0.0	17.0	0.91867433772035612	0.0
0.0	18.0	0.66077770435015482	0.0
0.0	19.0	5.6790627516580523	0.021013373484790519
0.0	20.0	2.0795262749252039	0.0
0.0	21.0	0.98157440392180562	0.0
