Iteration	posterior	NumSpeciation	numExtinction	numMassExtinctions 
100	-11080.5253779932	8	2	2
200	-11093.9042696579	7	3	5
300	-11085.1516999642	8	1	2
400	-11079.4040559284	6	2	2
500	-11108.2132096613	9	3	4
600	-11085.7419169826	5	2	3
700	-11096.9607355492	7	3	4
800	-11094.8731673559	7	3	4
900	-11089.7632389553	5	5	2
1000	-11083.6923992124	5	3	3
1100	-11080.0738219403	7	2	1
1200	-11089.8127742209	5	3	4
1300	-11083.3266646793	5	7	2
1400	-11071.8721511336	5	1	2
1500	-11075.4277171649	5	4	0
1600	-11070.453608662	6	1	2
1700	-11087.5567547178	8	4	2
1800	-11092.9992923079	7	7	2
1900	-11073.2654859524	7	3	2
2000	-11084.2071692092	8	3	1
2100	-11110.5038348317	11	3	5
2200	-11093.2906618717	10	5	3
2300	-11073.9296290377	8	3	1
2400	-11084.2194121232	8	2	4
2500	-11102.6953548584	7	4	6
2600	-11073.7683046785	6	3	2
2700	-11091.7040714783	8	4	4
2800	-11092.6520184712	6	5	5
2900	-11109.9302312001	9	6	5
3000	-11096.8918153823	12	6	3
3100	-11075.5745917673	8	4	3
3200	-11079.4248384916	8	3	5
3300	-11070.2021164803	9	2	3
3400	-11070.0432617337	8	1	4
3500	-11092.4581416816	9	6	4
3600	-11073.8277326574	9	3	3
3700	-11087.6443307841	10	7	2
3800	-11091.1192253718	9	5	5
3900	-11088.1091332586	7	4	5
4000	-11088.4963886576	9	5	4
4100	-11084.521471646	9	4	5
4200	-11068.4375272552	6	4	2
4300	-11084.1339227282	8	3	4
4400	-11091.5617986302	8	3	4
4500	-11086.7461801503	9	3	2
4600	-11077.0021892773	9	4	1
4700	-11076.5131679773	9	3	2
4800	-11078.4685625666	7	3	3
4900	-11074.7142761264	7	4	2
5000	-11083.0728648958	8	3	3
5100	-11069.2479794769	8	3	1
5200	-11091.2338622067	9	4	4
5300	-11088.4233574709	9	5	3
5400	-11081.0438915417	7	4	3
5500	-11072.3378975134	9	2	4
5600	-11089.3927300605	10	4	4
5700	-11084.9693485922	8	4	4
5800	-11082.1949712309	9	2	3
5900	-11082.1984899032	8	3	5
6000	-11077.8707234027	9	4	2
6100	-11094.0592373257	11	5	2
6200	-11069.530817215	6	4	1
6300	-11070.9005138268	7	2	2
6400	-11081.0176225779	8	3	3
6500	-11086.5161806645	8	3	5
6600	-11077.4480101674	9	4	3
6700	-11076.2450843696	7	5	2
6800	-11094.9032959858	10	3	4
6900	-11077.3472018418	7	4	4
7000	-11084.5833049844	8	4	4
7100	-11076.0696381025	7	2	4
7200	-11070.7215444615	6	3	3
7300	-11088.754293782	6	5	3
7400	-11085.8512351602	8	3	4
7500	-11101.6873078994	11	3	3
7600	-11092.5879482731	9	6	2
7700	-11082.8625954508	6	5	2
7800	-11076.0982998447	5	4	2
7900	-11091.9096200947	7	4	4
8000	-11104.4342897405	7	6	6
8100	-11098.5111384381	7	5	6
8200	-11097.2190709883	10	5	3
8300	-11081.5173826614	9	4	1
8400	-11063.28206261	6	2	1
8500	-11086.9973824202	8	5	4
8600	-11071.8280524101	7	3	4
8700	-11097.3888385044	10	6	4
8800	-11092.0313265599	6	7	4
8900	-11086.5818227475	7	3	4
9000	-11099.3400125183	8	3	6
9100	-11081.0531731742	7	3	3
9200	-11069.9586834869	5	3	0
9300	-11085.8700759529	4	7	2
9400	-11065.0379707488	4	4	1
9500	-11080.8666043692	5	5	2
9600	-11092.4035928801	7	4	3
9700	-11074.2770905473	5	5	2
9800	-11080.1880619479	5	5	3
9900	-11100.0663862268	8	7	3
10000	-11072.326138911	7	5	1
10100	-11084.2285557001	6	5	4
10200	-11095.9613462982	6	4	5
10300	-11076.2246023335	5	6	1
10400	-11078.1641247145	7	3	3
10500	-11083.2404881959	6	4	4
10600	-11076.2859996801	8	4	1
10700	-11084.0384043676	8	6	2
10800	-11086.3752994714	8	5	2
10900	-11081.1878720639	12	2	1
11000	-11081.9682807111	10	3	2
11100	-11091.1995898738	10	4	3
11200	-11089.0597841649	9	2	3
11300	-11076.9802453237	8	3	2
11400	-11085.9927145256	6	5	3
11500	-11079.3314178796	9	3	1
11600	-11077.6929393521	7	3	1
11700	-11083.6758209286	8	4	2
11800	-11080.0516670454	8	3	2
11900	-11086.3187807404	6	6	2
12000	-11089.4394805121	6	6	3
12100	-11096.3024505887	8	5	3
12200	-11099.6238902111	7	7	3
12300	-11083.7697428921	4	4	3
12400	-11078.4303246819	4	4	2
12500	-11078.8070637438	5	4	3
12600	-11085.5361261258	8	6	2
12700	-11094.0688308026	7	6	3
12800	-11084.9803777661	5	4	3
12900	-11087.2173722163	8	5	2
13000	-11077.1132644673	7	5	2
13100	-11071.1535258968	8	4	1
13200	-11092.4688098858	6	4	4
13300	-11083.4782293822	7	4	1
13400	-11071.4489520924	4	4	1
13500	-11098.2090330027	6	3	5
13600	-11080.619369375	4	2	4
13700	-11099.0972784607	6	3	4
13800	-11085.540930157	6	3	4
13900	-11087.0844819367	6	2	5
14000	-11110.5308527578	7	3	7
14100	-11084.9749273346	6	5	5
14200	-11089.1408776572	8	5	5
14300	-11077.2730341641	6	5	3
14400	-11091.6355631057	8	7	4
14500	-11092.7985673973	10	5	3
14600	-11097.9898884439	9	4	5
14700	-11082.6442513102	8	3	4
14800	-11082.9159730656	8	2	4
14900	-11083.8223333803	8	2	5
15000	-11090.6321638409	8	3	6
15100	-11078.3134685806	8	4	2
15200	-11076.6331661145	7	5	3
15300	-11083.565082823	9	3	3
15400	-11065.016591834	7	2	3
15500	-11074.1567500294	8	2	3
15600	-11084.255304433	7	5	4
15700	-11067.2771001832	7	2	2
15800	-11080.9470381732	8	5	2
15900	-11063.7076395798	7	2	2
16000	-11062.1210644161	6	3	2
16100	-11095.5484569755	8	6	5
16200	-11085.3261894929	11	4	3
16300	-11076.4059876946	8	4	2
16400	-11069.7585325818	7	2	3
16500	-11069.3164681669	7	2	2
16600	-11095.3718762819	10	2	6
16700	-11084.1965426061	8	3	5
16800	-11065.3027194011	7	2	2
16900	-11070.0391290516	7	2	2
17000	-11094.4585782766	11	2	4
17100	-11077.4367999566	6	4	3
17200	-11076.280511482	6	5	2
17300	-11084.2071440556	7	3	2
17400	-11085.7961743518	9	3	4
17500	-11088.1734154427	7	4	4
17600	-11077.8512731586	8	4	1
17700	-11066.1236450033	6	4	2
17800	-11064.7569316356	8	1	2
17900	-11089.3462740008	8	3	3
18000	-11091.9054321467	11	5	4
18100	-11076.9395817783	8	5	3
18200	-11102.0957957105	10	3	3
18300	-11070.1349447196	8	3	2
18400	-11087.7120907268	11	3	2
18500	-11084.4138920546	8	2	4
18600	-11089.5089291451	9	1	5
18700	-11094.7582172361	9	2	6
