NFos	FossilName	CrownvsStem	CalibratedTaxon	MinAge	MaxAge	BestPracticeScore	NUsrcrFos	DcrFos
1	F_1		Liliacea	0.78	1.81
2	F_2		Smilacaceae	66	100.5		

