NFos	FossilName	CrownvsStem	CalibratedTaxon	MinAge	MaxAge	BestPracticeScore	NUsrcrFos	DcrFos
1	F_1	Crown	Cetartiodactyla	59.9	66
2	F_2	Crown	Ruminantia	59.9	66
3	F_3	Crown	Tylopoda	55.9	56
4	F_4	Crown	Suina	33.9	33.9
