NFos	FossilName	CrownvsStem	CalibratedTaxon	MinAge	MaxAge	BestPracticeScore	NUsrcrFos	DcrFos
1	F_1		Feliformia	61.7	63.3
2	F_2		Hyaenidae	15.97	23.03
		

