time	diversity	m_div	M_div	median_genus_age	m_age	M_age	turnover	m_turnover	M_turnover	life_exp	m_life_exp	M_life_exp	
26	0.0	0	0	NA	NA	NA	1.0	1	1	NA	NA	NA
25	1.0	1	1	0.557991474813	0.557991474813	0.557991474813	1.0	1.0	1.0	22.4716313408	22.4716313408	22.4716313408
24	9.0	9	9	0.42644481144	0.42644481144	0.42644481144	0.888888888889	0.888888888889	0.888888888889	19.7789148499	19.7789148499	19.7789148499
23	21.0	21	21	0.917598210767	0.917598210767	0.917598210767	0.571428571429	0.571428571429	0.571428571429	18.3317505011	18.3317505011	18.3317505011
22	29.0	29	29	1.64597876064	1.64597876064	1.64597876064	0.275862068966	0.275862068966	0.275862068966	17.3317505011	17.3317505011	17.3317505011
21	50.0	50	50	1.30749040134	1.30749040134	1.30749040134	0.42	0.42	0.42	15.722426729	15.722426729	15.722426729
20	57.0	57	57	2.0737131556	2.0737131556	2.0737131556	0.122807017544	0.122807017544	0.122807017544	14.7286817051	14.7286817051	14.7286817051
19	63.0	63	63	2.82741527125	2.82741527125	2.82741527125	0.111111111111	0.111111111111	0.111111111111	14.0401779875	14.0401779875	14.0401779875
18	69.0	69	69	3.46046007722	3.46046007722	3.46046007722	0.0869565217391	0.0869565217391	0.0869565217391	13.0401779875	13.0401779875	13.0401779875
17	73.0	73	73	4.33288013975	4.33288013975	4.33288013975	0.0547945205479	0.0547945205479	0.0547945205479	11.73437595	11.73437595	11.73437595
16	75.0	75	75	5.32035132082	5.32035132082	5.32035132082	0.0533333333333	0.0533333333333	0.0533333333333	11.0401779875	11.0401779875	11.0401779875
15	80.0	80	80	6.27710492184	6.27710492184	6.27710492184	0.0625	0.0625	0.0625	9.88727696874	9.88727696874	9.88727696874
14	79.0	79	79	7.24365907828	7.24365907828	7.24365907828	0.0506329113924	0.0506329113924	0.0506329113924	9.04120091655	9.04120091655	9.04120091655
13	77.0	77	77	8.24365907828	8.24365907828	8.24365907828	0.025974025974	0.025974025974	0.025974025974	8.31764035426	8.31764035426	8.31764035426
12	81.0	81	81	9.05093760864	9.05093760864	9.05093760864	0.0740740740741	0.0740740740741	0.0740740740741	7.31764035426	7.31764035426	7.31764035426
11	82.0	82	82	9.80101765655	9.80101765655	9.80101765655	0.0853658536585	0.0853658536585	0.0853658536585	6.32950525848	6.32950525848	6.32950525848
10	81.0	81	81	10.7219579901	10.7219579901	10.7219579901	0.037037037037	0.037037037037	0.037037037037	5.37253718443	5.37253718443	5.37253718443
9	82.0	82	82	11.4842853639	11.4842853639	11.4842853639	0.0609756097561	0.0609756097561	0.0609756097561	4.36210779205	4.36210779205	4.36210779205
8	83.0	83	83	12.3715588241	12.3715588241	12.3715588241	0.0481927710843	0.0481927710843	0.0481927710843	3.39511144721	3.39511144721	3.39511144721
7	81.0	81	81	13.5970119037	13.5970119037	13.5970119037	0.037037037037	0.037037037037	0.037037037037	2.46450045042	2.46450045042	2.46450045042
6	78.0	78	78	14.1448549812	14.1448549812	14.1448549812	0.0512820512821	0.0512820512821	0.0512820512821	1.63841026592	1.63841026592	1.63841026592
5	72.0	72	72	14.48405266	14.48405266	14.48405266	0.0972222222222	0.0972222222222	0.0972222222222	1.50927188766	1.50927188766	1.50927188766
4	73.0	73	73	12.1705123196	12.1705123196	12.1705123196	0.164383561644	0.164383561644	0.164383561644	1.62767537909	1.62767537909	1.62767537909
3	65.0	65	65	3.52296805976	3.52296805976	3.52296805976	0.2	0.2	0.2	2.50984016696	2.50984016696	2.50984016696
2	63.0	63	63	3.07432244435	3.07432244435	3.07432244435	0.142857142857	0.142857142857	0.142857142857	1.74731755266	1.74731755266	1.74731755266
1	57.0	57	57	3.39105796453	3.39105796453	3.39105796453	0.0350877192982	0.0350877192982	0.0350877192982	0.85692713246	0.85692713246	0.85692713246
0	55.0	55	55	3.95515400223	3.95515400223	3.95515400223	0.127272727273	0.127272727273	0.127272727273	-0.0305234421468	-0.0305234421468	-0.0305234421468
