Iteration	posterior	NumSpeciation	numExtinction	numMassExtinctions 
100	-992.123184569146	4	2	2
200	-1008.27040640809	3	1	3
300	-987.308811266784	3	2	1
400	-987.818356333803	3	1	1
500	-992.425616463007	3	4	2
600	-989.146285775984	4	3	1
700	-994.309453163594	3	4	2
800	-993.21009050303	6	4	1
900	-995.581364235251	4	4	2
1000	-989.496318782543	4	4	1
1100	-1001.37220798736	4	3	2
1200	-1000.75822217824	5	5	3
1300	-992.957223659132	3	5	2
1400	-998.447663681146	3	2	2
1500	-1004.61828759923	3	4	3
1600	-994.117376512969	3	3	1
1700	-1002.96846093517	3	2	3
1800	-997.274690224325	2	3	3
1900	-1006.95263822268	2	3	3
2000	-998.186561997294	3	1	2
2100	-1005.66916695319	2	1	4
2200	-1001.79297848381	2	4	4
2300	-1001.23057183592	3	4	3
2400	-1001.98312306327	2	4	4
2500	-1006.07442084232	3	2	4
2600	-1001.25175246299	2	2	4
2700	-999.181934285768	2	3	4
2800	-1004.49550220708	3	2	3
2900	-1000.06176990378	2	2	3
3000	-1013.62878026694	2	6	4
3100	-1001.3374884376	2	2	4
3200	-1014.38649722622	3	1	5
3300	-1009.94450724962	2	3	4
3400	-1014.7654088964	2	3	5
3500	-1002.54038613527	2	2	2
3600	-993.277724477269	2	3	3
3700	-995.835150372905	3	2	3
3800	-1012.55874722331	2	2	5
3900	-1001.51138092365	2	4	3
4000	-1007.30972539892	2	1	3
4100	-998.415286064253	2	3	3
4200	-1000.01545215477	2	2	3
4300	-1008.78907350126	2	2	4
4400	-1001.95453851615	2	3	4
4500	-998.761409098086	2	3	4
4600	-1024.53424705526	2	3	5
4700	-1007.68640543265	2	4	4
4800	-998.590897146777	2	2	3
4900	-1001.3142434428	2	2	2
5000	-1007.5177061887	2	2	5
5100	-1003.53657810147	2	6	4
5200	-996.190111540732	3	2	2
5300	-1006.94217938105	3	3	4
5400	-1000.6821392681	3	2	3
5500	-999.859074700311	3	3	3
5600	-1001.48091087495	2	3	3
5700	-1014.66001714347	2	3	5
5800	-992.495768884774	2	5	3
5900	-998.815820574233	2	2	3
6000	-997.538344055645	2	2	3
6100	-1001.5898827337	2	3	3
6200	-1003.31601463984	2	3	4
6300	-1010.86765060298	3	2	5
6400	-996.428540771026	2	2	2
6500	-1002.68056686061	2	1	3
6600	-994.723398335653	2	5	3
6700	-996.209120976447	2	2	1
6800	-1010.53305679045	2	1	4
6900	-1005.66915121664	2	2	5
7000	-999.046977765042	3	1	2
7100	-995.08554779123	3	3	2
7200	-990.833918055791	2	5	2
7300	-1001.46893415391	2	4	3
7400	-1002.73229362765	2	4	4
7500	-1008.49507428454	2	3	5
7600	-1005.642619208	2	2	3
7700	-997.067605687346	2	3	2
7800	-998.839268603837	2	2	3
7900	-1013.76042263252	2	3	5
8000	-997.492732198018	2	2	3
8100	-1002.46527931947	2	2	3
8200	-998.742048483086	2	2	1
8300	-1007.63146816256	2	2	5
8400	-997.517152578933	2	2	3
8500	-1007.08113312949	2	3	5
8600	-1000.39069999353	2	4	5
8700	-1006.52999245139	2	4	3
8800	-999.119142786449	2	2	2
8900	-1002.73267531108	3	4	3
9000	-1002.60677659862	2	2	3
9100	-1002.0193365602	2	2	4
9200	-999.913173411124	3	3	4
9300	-1009.21976339757	2	1	5
9400	-994.399508997518	3	2	3
9500	-1003.15566192685	2	1	3
9600	-1005.26038512117	2	1	4
9700	-1006.10412525952	2	3	5
9800	-994.945069420491	3	3	3
9900	-997.450922524463	2	4	3
10000	-1001.48032620165	2	3	2
10100	-1000.27203541197	2	5	3
10200	-1019.82578084861	2	2	5
10300	-997.180818268617	2	1	3
10400	-996.929511081332	2	3	3
10500	-1014.10281840999	2	3	5
10600	-1003.92585874147	2	3	4
10700	-998.505435839614	2	3	3
10800	-1011.92036196945	2	3	4
10900	-1013.80402063857	2	1	5
11000	-999.724529168073	2	3	3
11100	-997.800868416056	2	2	2
11200	-1010.73831858526	2	4	4
11300	-998.396755193657	2	3	4
11400	-1002.92237531868	2	5	4
11500	-1003.74162998338	3	1	4
11600	-1005.58746351134	2	4	3
11700	-1003.16879909254	2	2	4
11800	-1008.24338350669	2	2	5
11900	-1003.2007628913	2	3	4
12000	-998.094757429702	2	2	2
12100	-993.693109479344	2	3	2
12200	-1010.74061757586	2	2	5
12300	-993.833168408862	2	2	2
12400	-1018.08473552183	2	2	7
12500	-991.640198949048	2	3	2
12600	-1009.74537992913	2	1	4
12700	-991.957919682613	2	2	2
12800	-1005.79912173868	2	2	4
12900	-1017.16482036341	2	3	6
13000	-1002.44811099629	2	4	3
13100	-1005.83384690633	2	4	5
13200	-1017.39524305263	2	3	6
13300	-1019.55347488487	2	2	6
13400	-1001.99220551597	2	5	3
13500	-1000.66728335973	2	5	2
13600	-1002.35242710488	2	4	3
13700	-1004.24771633965	2	1	4
13800	-1003.98399490909	2	7	4
13900	-1010.85938363164	2	5	5
14000	-1018.69675191266	2	2	5
14100	-996.880255244524	2	3	1
14200	-991.588837873439	2	3	3
14300	-1005.10044351065	2	5	4
14400	-1008.06296827399	3	3	3
14500	-1002.79938609743	2	3	2
14600	-1013.00837502145	3	2	5
14700	-1004.07390934331	2	3	3
14800	-991.447994718526	2	2	3
14900	-1010.01980726653	2	1	5
15000	-1007.02880598095	2	2	4
15100	-996.468279312772	2	3	2
15200	-1009.35850747271	2	4	2
15300	-995.782563427863	2	3	1
15400	-995.327572783063	3	5	3
15500	-1000.85198753802	3	4	2
15600	-1011.16201788219	3	2	4
15700	-1010.22833804654	4	2	4
15800	-1003.94892971329	4	1	4
15900	-998.128691708064	3	5	3
16000	-1005.36585882577	3	3	4
16100	-1002.32784337033	3	3	2
16200	-1013.06809698942	3	3	4
16300	-1007.9867821856	3	1	4
16400	-1010.06605083239	3	3	5
16500	-1001.62049904109	3	5	2
16600	-993.584318811761	3	5	2
16700	-996.644965901568	4	3	2
16800	-998.395311985294	3	2	3
16900	-1003.74706101221	3	4	3
17000	-997.497306785114	4	4	1
17100	-990.27570920756	4	1	1
17200	-996.428527337506	5	3	1
17300	-984.070365166431	3	2	1
17400	-985.779038116165	4	6	1
17500	-994.334426068358	4	1	1
17600	-993.004027583369	4	7	2
17700	-989.358778390493	3	3	1
17800	-990.351590313349	4	4	1
17900	-990.75181681078	4	3	1
18000	-995.129953563408	5	3	1
18100	-985.869391571222	3	4	1
18200	-991.066153177095	5	4	1
18300	-990.526996025989	4	3	2
18400	-997.166563541573	3	1	3
18500	-1005.76710191841	4	4	3
18600	-996.185161313796	3	4	2
18700	-982.170619742317	4	5	1
18800	-995.469410263304	3	4	2
18900	-1000.14560312865	5	5	2
