time	diversity	m_div	M_div	median_genus_age	m_age	M_age	turnover	m_turnover	M_turnover	life_exp	m_life_exp	M_life_exp	
7	0.0	0	0	NA	NA	NA	1.0	1	1	NA	NA	NA
6	1.0	1	1	0.335079644602	0.335079644602	0.335079644602	1.0	1.0	1.0	0.428556221096	0.428556221096	0.428556221096
5	5.0	5	5	0.586285009897	0.586285009897	0.586285009897	0.8	0.8	0.8	1.63621527474	1.63621527474	1.63621527474
4	4.0	4	4	1.54042994642	1.54042994642	1.54042994642	0.0	0.0	0.0	2.30760095063	2.30760095063	2.30760095063
3	6.0	6	6	2.36163283363	2.36163283363	2.36163283363	0.333333333333	0.333333333333	0.333333333333	4.90251679406	4.90251679406	4.90251679406
2	7.0	7	7	1.34379939283	1.34379939283	1.34379939283	0.428571428571	0.428571428571	0.428571428571	6.11531587755	6.11531587755	6.11531587755
1	8.0	8	8	2.06115602643	2.06115602643	2.06115602643	0.125	0.125	0.125	6.2407684207	6.2407684207	6.2407684207
0	18.0	18	18	0.980179558054	0.980179558054	0.980179558054	0.555555555556	0.555555555556	0.555555555556	5.41744234949	5.41744234949	5.41744234949
