NFos	FossilName	CrownvsStem	CalibratedTaxon	MinAge	MaxAge	BestPracticeScore	NUsrcrFos	DcrFos
1	F_1		Asteliaceae,Blandfordiaceae,Lanariaceae,Hypoxidaceae,Erycina	42	120
2	F_2	Crown	Asteliaceae	36	76
	
