time	diversity	m_div	M_div	median_genus_age	m_age	M_age	turnover	m_turnover	M_turnover	life_exp	m_life_exp	M_life_exp	
19	0.0	0	0	NA	NA	NA	1.0	1	1	NA	NA	NA
18	1.0	1	1	0.65675645192	0.65675645192	0.65675645192	1.0	1.0	1.0	10.6535417998	10.6535417998	10.6535417998
17	1.0	1	1	1.65675645192	1.65675645192	1.65675645192	0.0	0.0	0.0	9.65354179979	9.65354179979	9.65354179979
16	1.0	1	1	2.65675645192	2.65675645192	2.65675645192	0.0	0.0	0.0	8.65354179979	8.65354179979	8.65354179979
15	1.0	1	1	3.65675645192	3.65675645192	3.65675645192	0.0	0.0	0.0	7.65354179979	7.65354179979	7.65354179979
14	1.0	1	1	4.65675645192	4.65675645192	4.65675645192	0.0	0.0	0.0	6.65354179979	6.65354179979	6.65354179979
13	1.0	1	1	5.65675645192	5.65675645192	5.65675645192	0.0	0.0	0.0	5.65354179979	5.65354179979	5.65354179979
12	1.0	1	1	6.65675645192	6.65675645192	6.65675645192	0.0	0.0	0.0	4.65354179979	4.65354179979	4.65354179979
11	1.0	1	1	7.65675645192	7.65675645192	7.65675645192	0.0	0.0	0.0	3.65354179979	3.65354179979	3.65354179979
10	1.0	1	1	8.65675645192	8.65675645192	8.65675645192	0.0	0.0	0.0	2.65354179979	2.65354179979	2.65354179979
9	3.0	3	3	0.8323933385	0.8323933385	0.8323933385	0.666666666667	0.666666666667	0.666666666667	1.64078122377	1.64078122377	1.64078122377
8	2.0	2	2	6.24457489521	6.24457489521	6.24457489521	0.0	0.0	0.0	0.647161511784	0.647161511784	0.647161511784
7	3.0	3	3	2.8323933385	2.8323933385	2.8323933385	0.333333333333	0.333333333333	0.333333333333	-0.346458200206	-0.346458200206	-0.346458200206
6	1.0	1	1	1.75414157861	1.75414157861	1.75414157861	0.0	0.0	0.0	3.11123278971	3.11123278971	3.11123278971
5	3.0	3	3	0.385383999153	0.385383999153	0.385383999153	0.666666666667	0.666666666667	0.666666666667	2.62045010177	2.62045010177	2.62045010177
4	9.0	9	9	0.787970415274	0.787970415274	0.787970415274	0.666666666667	0.666666666667	0.666666666667	1.11123278971	1.11123278971	1.11123278971
3	10.0	10	10	1.46605352092	1.46605352092	1.46605352092	0.3	0.3	0.3	1.75985680525	1.75985680525	1.75985680525
2	19.0	19	19	0.697949847044	0.697949847044	0.697949847044	0.631578947368	0.631578947368	0.631578947368	1.97614731569	1.97614731569	1.97614731569
1	24.0	24	24	1.19232284235	1.19232284235	1.19232284235	0.375	0.375	0.375	0.99486634247	0.99486634247	0.99486634247
0	34.0	34	34	1.45384943088	1.45384943088	1.45384943088	0.382352941176	0.382352941176	0.382352941176	0.0361911956066	0.0361911956066	0.0361911956066
