NFos	FossilName	CrownvsStem	CalibratedTaxon	MinAge	MaxAge	BestPracticeScore	NUsrcrFos	DcrFos
1	F_1	Crown	Catarrhini	24.44	34
2	F_2	Crown	Platyrrhini	21	29
3	F_3	Crown	Tarsiiformes	48.6	55.8

