NFos	FossilName	CrownvsStem	CalibratedTaxon	MinAge	MaxAge	BestPracticeScore	NUsrcrFos	DcrFos
1	F_1		Alismatales	72.1	83.6	
2	F_2		Alismataceae	63.3	66
3	F_3		Potamogeton	50.3	55.8
