time	diversity	m_div	M_div	median_genus_age	m_age	M_age	turnover	m_turnover	M_turnover	life_exp	m_life_exp	M_life_exp	
23	0.0	0	0	NA	NA	NA	1.0	1	1	NA	NA	NA
22	2.0	2	2	0.518740502868	0.518740502868	0.518740502868	1.0	1.0	1.0	3.10779026427	3.10779026427	3.10779026427
21	2.0	2	2	1.15744282006	1.15744282006	1.15744282006	0.5	0.5	0.5	8.59730132902	8.59730132902	8.59730132902
20	3.0	3	3	1.95775765563	1.95775765563	1.95775765563	0.333333333333	0.333333333333	0.333333333333	4.89801519505	4.89801519505	4.89801519505
19	6.0	6	6	1.18329250139	1.18329250139	1.18329250139	0.5	0.5	0.5	5.726917852	5.726917852	5.726917852
18	5.0	5	5	2.40974511521	2.40974511521	2.40974511521	0.0	0.0	0.0	6.55582050894	6.55582050894	6.55582050894
17	5.0	5	5	3.40974511521	3.40974511521	3.40974511521	0.0	0.0	0.0	5.55582050894	5.55582050894	5.55582050894
16	9.0	9	9	3.03780920379	3.03780920379	3.03780920379	0.444444444444	0.444444444444	0.444444444444	3.99518987917	3.99518987917	3.99518987917
15	8.0	8	8	4.2288795299	4.2288795299	4.2288795299	0.0	0.0	0.0	3.27550519405	3.27550519405	3.27550519405
14	6.0	6	6	4.00935458211	4.00935458211	4.00935458211	0.0	0.0	0.0	3.55913083555	3.55913083555	3.55913083555
13	8.0	8	8	3.66607310726	3.66607310726	3.66607310726	0.25	0.25	0.25	2.55913083555	2.55913083555	2.55913083555
12	8.0	8	8	4.66607310726	4.66607310726	4.66607310726	0.125	0.125	0.125	2.68735461805	2.68735461805	2.68735461805
11	7.0	7	7	5.98089996043	5.98089996043	5.98089996043	0.142857142857	0.142857142857	0.142857142857	1.81226807394	1.81226807394	1.81226807394
10	6.0	6	6	5.13241783491	5.13241783491	5.13241783491	0.0	0.0	0.0	1.25776690272	1.25776690272	1.25776690272
9	6.0	6	6	6.13241783491	6.13241783491	6.13241783491	0.166666666667	0.166666666667	0.166666666667	0.257766902717	0.257766902717	0.257766902717
8	6.0	6	6	2.49195749321	2.49195749321	2.49195749321	0.5	0.5	0.5	2.33954417991	2.33954417991	2.33954417991
7	4.0	4	4	3.30027411155	3.30027411155	3.30027411155	0.0	0.0	0.0	2.30346557762	2.30346557762	2.30346557762
6	5.0	5	5	2.29205715378	2.29205715378	2.29205715378	0.2	0.2	0.2	1.40437212112	1.40437212112	1.40437212112
5	7.0	7	7	1.9528951073	1.9528951073	1.9528951073	0.428571428571	0.428571428571	0.428571428571	3.17404304629	3.17404304629	3.17404304629
4	11.0	11	11	1.67766404766	1.67766404766	1.67766404766	0.363636363636	0.363636363636	0.363636363636	2.25955802441	2.25955802441	2.25955802441
3	13.0	13	13	1.39439941647	1.39439941647	1.39439941647	0.307692307692	0.307692307692	0.307692307692	1.9259589631	1.9259589631	1.9259589631
2	17.0	17	17	2.10973421442	2.10973421442	2.10973421442	0.235294117647	0.235294117647	0.235294117647	0.925958963101	0.925958963101	0.925958963101
1	17.0	17	17	2.80500989564	2.80500989564	2.80500989564	0.176470588235	0.176470588235	0.176470588235	0.992160242117	0.992160242117	0.992160242117
0	12.0	12	12	3.10128474983	3.10128474983	3.10128474983	0.166666666667	0.166666666667	0.166666666667	0.082414686293	0.082414686293	0.082414686293
