NFos	FossilName	CrownvsStem	CalibratedTaxon	MinAge	MaxAge	BestPracticeScore	NUsrcrFos	DcrFos
1	F_1	crown	Chiroptera	45	58.9	
2	F_2		Phyllostomidae	15.97	20.43
3	F_3		Molossidae	33.9	38.3
4	F_4		Vespertilionidae	40.4	48.6
