"Iteration"	"speciation"	"extinction"
2	0.120188990621915	0.00838040087486714
3	0.136712875107821	0.00986896958456103
4	0.138577945048391	0.011734039525131
5	0.142014477390457	0.015170571867197
6	0.142014477390457	0.015170571867197
7	0.0957043862700503	0.0102235370406915
8	0.0984631061104192	0.0129822568810604
9	0.094227184084623	0.0124237550214363
10	0.094227184084623	0.0124237550214363
11	0.10582813858493	0.013953328659095
12	0.123458065511663	0.0162778159640201
13	0.121665903632849	0.0144856540852069
14	0.121665903632849	0.0144856540852069
15	0.112817027048897	0.00563677750125427
16	0.112817027048897	0.00563677750125427
17	0.14272112373326	0.0355408741856176
18	0.107739376885728	0.00289184020186804
19	0.138907609324211	0.00775079303749145
20	0.135078145366058	0.0039213290793385
21	0.135722729744038	0.00456591345731832
22	0.141025080744471	0.0098682644577513
23	0.141025080744471	0.0098682644577513
24	0.139873495593287	0.00414075842918785
25	0.0964993266448378	0.00285672706269837
26	0.0964993266448378	0.00285672706269837
27	0.0972560964046827	0.00287913016879607
28	0.098568525457738	0.00419155922185131
29	0.113437580544991	0.00482385563373093
30	0.111471496407683	0.00913257277172872
31	0.105895452102778	0.00355652846682367
32	0.105895452102778	0.00355652846682367
33	0.106952661862649	0.00461373822669546
34	0.117540867893515	0.00125710291136606
35	0.117540867893515	0.00125710291136606
36	0.116711718756239	0.000427953774090194
37	0.108233331396551	0.000396865568831599
38	0.108233331396551	0.000396865568831599
39	0.104316922900856	0.000296963984028575
40	0.104316922900856	0.000296963984028575
41	0.0958995653567566	0.000208214884933996
42	0.12321909693603	0.00322537000394973
43	0.124226396225702	0.00423266929362176
44	0.127230436877516	0.000523524893467217
45	0.127178975152224	0.000523313139936283
46	0.126836701586235	0.00018103957394726
47	0.102702534449093	0.000509175253370556
48	0.133843985927335	0.00434406091193413
49	0.11536912139816	0.00374443787845663
50	0.115348427639531	0.00372374411982718
51	0.115348427639531	0.00372374411982718
52	0.133130381493651	0.00429779135617309
53	0.143391694727081	0.014559104589603
54	0.143329562866691	0.0144969727292133
55	0.106390782854627	0.0107608245419523
56	0.106390782854627	0.0107608245419523
57	0.106390782854627	0.0107608245419523
58	0.104024921066564	0.00434895456368811
59	0.104024921066564	0.00434895456368811
60	0.126756661819372	0.00529929710347471
61	0.128798073519022	0.00562371380958117
62	0.127763647756607	0.00458928804716552
63	0.127763647756607	0.00458928804716552
64	0.135936781772768	0.0127624220633266
65	0.115307087563472	0.010654603095462
66	0.115307087563472	0.010654603095462
67	0.118670584785784	0.0140181003177743
68	0.105830527610045	0.0125013536875932
69	0.127037165214132	0.0337079912916796
70	0.127037165214132	0.0337079912916796
71	0.127037165214132	0.0337079912916796
72	0.127037165214132	0.0337079912916796
73	0.108839929930948	0.0155107560084957
74	0.108839929930948	0.0155107560084957
75	0.119072930761117	0.0257437568386649
76	0.119072930761117	0.0257437568386649
77	0.103841031064602	0.0105118571421503
78	0.103841031064602	0.0105118571421503
79	0.100514417336512	0.00718524341406004
80	0.100514417336512	0.00718524341406004
81	0.100514417336512	0.00718524341406004
82	0.142513932601131	0.0465022818602105
83	0.142513932601131	0.0465022818602105
84	0.142513932601131	0.0465022818602105
85	0.144947467691918	0.047296344115339
86	0.118999310112682	0.0213481865361027
87	0.118999310112682	0.0213481865361027
88	0.108829420424794	0.0111782968482145
89	0.142482113827819	0.0312395944674209
90	0.142482113827819	0.0312395944674209
91	0.147196028534575	0.0531525658650943
92	0.109441200776924	0.0153977381074428
93	0.117531728536157	0.0165360281362739
94	0.110137572509067	0.01549571354522
95	0.113522807653058	0.0159719963693232
96	0.144773806055065	0.0242513694655044
97	0.133365196463663	0.0223402889059206
98	0.127801019022206	0.0214082216585274
99	0.134315083050744	0.027922285687065
100	0.134315083050744	0.027922285687065
101	0.12285046124108	0.0164576638774008
102	0.127372721491897	0.0170634885395324
103	0.11473321897987	0.017394780557261
104	0.117807030517405	0.0204685920947959
105	0.117807030517405	0.0204685920947959
106	0.117807030517405	0.0204685920947959
107	0.119987437781038	0.0226489993584294
108	0.119987437781038	0.0226489993584294
109	0.119987437781038	0.0226489993584294
110	0.117509338812595	0.022181229873687
111	0.117509338812595	0.022181229873687
112	0.113938576763097	0.0215072077521731
113	0.113938576763097	0.0215072077521731
114	0.117102661350624	0.0193011430660337
115	0.100797779592897	0.00299626130830667
116	0.100797779592897	0.00299626130830667
117	0.122163784159791	0.00363137582229146
118	0.11489378606392	0.00270183851622277
119	0.114591766082685	0.00239981853498798
120	0.0988483453410031	0.00207011462875146
121	0.127701883948644	0.00551412274808782
122	0.127693977124388	0.00551378133417795
123	0.127693977124388	0.00551378133417795
124	0.127693977124388	0.00551378133417795
125	0.131008889157696	0.00495636158194354
126	0.116733452864118	0.00333654226399218
127	0.117602038220277	0.00420512762015145
128	0.130331492856804	0.0169345822566784
129	0.130331492856804	0.0169345822566784
130	0.130331492856804	0.0169345822566784
131	0.130331492856804	0.0169345822566784
132	0.130331492856804	0.0169345822566784
133	0.112138784842492	0.014570718361721
134	0.120075222360438	0.0156019369185461
135	0.105774482416037	0.00130119697414435
136	0.0955306097290611	0.00117518079482253
137	0.0955306097290611	0.00117518079482253
138	0.0960105761671653	0.00165514723292671
139	0.0958435699348845	0.0014881410006459
140	0.106916491872229	0.00166006770520322
141	0.120923613445841	0.0028865891220458
142	0.103468574261869	0.00453521674043115
143	0.103301513967848	0.00436815644641011
144	0.102852701686607	0.00391934416516905
145	0.104450328382011	0.00513875624279508
146	0.106455055044051	0.0071434829048343
147	0.137764000343004	0.0384524282037878
148	0.137764000343004	0.0384524282037878
149	0.121150964020814	0.00460143423860254
150	0.121475146810914	0.00153472546227432
151	0.0981037561907612	0.00123944968599277
152	0.101350877655891	0.00448657115112241
153	0.109038191521009	0.00197356410877183
154	0.109787643651593	0.00272301623935649
155	0.115248450693705	0.00441781983161734
156	0.0993951128993526	0.00384339651357275
157	0.104782239900674	0.00405170519728056
158	0.104782239900674	0.00405170519728056
159	0.102096279605902	0.00136574490250854
160	0.104037187994594	0.00330665329120083
161	0.120272702398867	0.0117428036299996
162	0.142766303198776	0.0233246564041502
163	0.100152230140516	0.00454559363601867
164	0.11814613439024	0.00536228015942328
165	0.154897718675257	0.0421138644444406
166	0.154897718675257	0.0421138644444406
167	0.155584166783741	0.0428003125529243
168	0.155584166783741	0.0428003125529243
169	0.157889159562089	0.0451053053312726
170	0.121795038576492	0.00901118434567485
171	0.121795038576492	0.00901118434567485
