time	diversity	m_div	M_div	median_genus_age	m_age	M_age	turnover	m_turnover	M_turnover	life_exp	m_life_exp	M_life_exp	
24	0.0	0	0	NA	NA	NA	1.0	1	1	NA	NA	NA
23	2.0	2	2	0.368806861597	0.368806861597	0.368806861597	1.0	1.0	1.0	5.40807584809	5.40807584809	5.40807584809
22	2.0	2	2	1.3688068616	1.3688068616	1.3688068616	0.0	0.0	0.0	4.40807584809	4.40807584809	4.40807584809
21	2.0	2	2	1.64502527954	1.64502527954	1.64502527954	0.5	0.5	0.5	13.9614250996	13.9614250996	13.9614250996
20	2.0	2	2	2.64502527954	2.64502527954	2.64502527954	0.0	0.0	0.0	12.9614250996	12.9614250996	12.9614250996
19	4.0	4	4	1.67906803261	1.67906803261	1.67906803261	0.5	0.5	0.5	5.67002127388	5.67002127388	5.67002127388
18	5.0	5	5	1.79817257495	1.79817257495	1.79817257495	0.2	0.2	0.2	5.29568402249	5.29568402249	5.29568402249
17	8.0	8	8	2.188467399	2.188467399	2.188467399	0.375	0.375	0.375	4.3451903906	4.3451903906	4.3451903906
16	9.0	9	9	2.91636998156	2.91636998156	2.91636998156	0.111111111111	0.111111111111	0.111111111111	3.3946967587	3.3946967587	3.3946967587
15	11.0	11	11	2.7887928631	2.7887928631	2.7887928631	0.181818181818	0.181818181818	0.181818181818	2.29568402249	2.29568402249	2.29568402249
14	11.0	11	11	3.67946885622	3.67946885622	3.67946885622	0.0909090909091	0.0909090909091	0.0909090909091	1.29568402249	1.29568402249	1.29568402249
13	11.0	11	11	4.59382736369	4.59382736369	4.59382736369	0.0909090909091	0.0909090909091	0.0909090909091	0.394696758704	0.394696758704	0.394696758704
12	10.0	10	10	5.00640681643	5.00640681643	5.00640681643	0.3	0.3	0.3	5.16921382339	5.16921382339	5.16921382339
11	8.0	8	8	4.20352893124	4.20352893124	4.20352893124	0.0	0.0	0.0	4.56628628624	4.56628628624	4.56628628624
10	7.0	7	7	3.9880715933	3.9880715933	3.9880715933	0.142857142857	0.142857142857	0.142857142857	3.98187324241	3.98187324241	3.98187324241
9	10.0	10	10	3.69813873009	3.69813873009	3.69813873009	0.3	0.3	0.3	2.96583779348	2.96583779348	2.96583779348
8	14.0	14	14	2.25637943037	2.25637943037	2.25637943037	0.285714285714	0.285714285714	0.285714285714	1.96583779348	1.96583779348	1.96583779348
7	15.0	15	15	2.73446454275	2.73446454275	2.73446454275	0.0666666666667	0.0666666666667	0.0666666666667	0.949802344551	0.949802344551	0.949802344551
6	17.0	17	17	3.55470503138	3.55470503138	3.55470503138	0.235294117647	0.235294117647	0.235294117647	0.0334948852668	0.0334948852668	0.0334948852668
5	23.0	23	23	0.637073652571	0.637073652571	0.637073652571	0.608695652174	0.608695652174	0.608695652174	4.03437953732	4.03437953732	4.03437953732
4	25.0	25	25	1.43725557513	1.43725557513	1.43725557513	0.16	0.16	0.16	3.98652291308	3.98652291308	3.98652291308
3	29.0	29	29	2.30274755955	2.30274755955	2.30274755955	0.241379310345	0.241379310345	0.241379310345	2.98652291308	2.98652291308	2.98652291308
2	34.0	34	34	3.07221968817	3.07221968817	3.07221968817	0.205882352941	0.205882352941	0.205882352941	1.99164066239	1.99164066239	1.99164066239
1	39.0	39	39	3.30897509776	3.30897509776	3.30897509776	0.230769230769	0.230769230769	0.230769230769	0.994593742697	0.994593742697	0.994593742697
0	42.0	42	42	2.63436633526	2.63436633526	2.63436633526	0.238095238095	0.238095238095	0.238095238095	0.435030607163	0.435030607163	0.435030607163
