it	posterior	prior	PP_lik	BD_lik	q_0	q_1	q_2	q_3	q_4
220000	-54013.147481411354	-602.52608940611333	-44554.329282368853	-8856.2921096363862	0.037940790757912214	0.085228741343398987	0.12097201278281923	0.045364007239479712	0.34120681006748449
230000	-54016.219012310095	-590.80619993902485	-44568.488749646858	-8856.9240627242107	0.039417620663395408	0.095088881230636788	0.16501254940925653	0.050321455319486945	0.46637572769246916
240000	-53936.697049093498	-594.14756970784924	-44494.212762626819	-8848.3367167588294	0.036622668630166014	0.070808695654366011	0.17112745189264131	0.058099526844698032	0.48254011731349805
250000	-53934.120249040607	-589.31382778493628	-44499.614032792284	-8845.192388463387	0.035783622184099362	0.062979812357643633	0.19892159754745131	0.046738490613948358	0.4470344698524526
260000	-53901.541621600765	-606.65459332304795	-44460.654425425208	-8834.2326028525131	0.034729623145454039	0.06661935486437412	0.19444501901904154	0.053053093687278084	0.34305895079965604
270000	-53824.66814135902	-591.54267962184269	-44404.694450054492	-8828.4310116826819	0.030401287710025017	0.078033014339280823	0.15462232604185103	0.034513705758454839	0.23330596846181595
280000	-53861.944494407966	-613.55608855019148	-44417.107815672149	-8831.2805901856264	0.034104581479963127	0.082727199808812477	0.14466486216498814	0.03058035846302282	0.23452106461196454
290000	-53928.015986517945	-581.55664803672585	-44497.77187800275	-8848.687460478468	0.046638864834179256	0.077582700162957097	0.13120671110572765	0.027402511373437029	0.27538148621478215
300000	-53857.463707261224	-595.67364030061583	-44427.43532574104	-8834.3547412195694	0.053385065373446915	0.063539943640335023	0.11920266989547222	0.021318455834908354	0.28121171708397497
310000	-53811.747982186789	-590.78715566034839	-44379.603760777332	-8841.3570657491073	0.05421547513962844	0.059117655605142524	0.11688352376362419	0.029591241859433657	0.27324291687980734
320000	-53800.319289512758	-616.52906576333066	-44355.55974045927	-8828.2304832901573	0.044297395711965087	0.053439676463843164	0.088910599166549698	0.031447112278599698	0.30335952969795682
330000	-53810.696823018763	-613.92552327350552	-44370.799586155059	-8825.9717135901956	0.040279184036140663	0.063318334888568098	0.066500193336372165	0.039775936778476628	0.2346240329913582
340000	-53962.845897618841	-573.56873090784836	-44536.322122967234	-8852.9550437437574	0.049896176018086859	0.081833345136925084	0.073376908122132448	0.067495180601156279	0.19960260067704785
350000	-53913.426604426291	-576.42215249770777	-44510.846592319074	-8826.157859609506	0.039911124086865965	0.055827106969590298	0.073982115601104556	0.071095749737891747	0.17454793077437489
360000	-53856.749569952786	-593.10767006142135	-44430.257988913814	-8833.3839109775508	0.035702988180373055	0.04927405258889947	0.080693885413551159	0.060202194099682235	0.18086045777839302
370000	-53859.118051422709	-598.61391675195341	-44428.263039009311	-8832.2410956614476	0.039361952693417655	0.044707290329753388	0.071462670449686974	0.05438568482583183	0.18959515652817632
380000	-53833.717475037243	-600.0941922687274	-44413.08736091225	-8820.5359218562662	0.054014564061311457	0.036296839197185474	0.09704947825594093	0.0461023745485592	0.1149586282137743
390000	-53882.269090517315	-615.87135839215114	-44443.576306515461	-8822.8214256097053	0.072255111001740313	0.034915859519410529	0.096294327348664041	0.051117290633052648	0.1208995359623545
400000	-53848.548717445687	-610.38368576445714	-44418.112173257694	-8820.0528584235362	0.088201636399267452	0.033639630136712541	0.092749356262355948	0.050964718256092986	0.097910047040572282
410000	-53876.312323459722	-591.80806359340875	-44455.556496008714	-8828.9477638575991	0.094941631403477694	0.031490582938527543	0.079350400443860158	0.054166611523574527	0.097765881310967376
420000	-53883.717524926753	-608.6622145186185	-44444.856539358007	-8830.1987710501271	0.098895051275677978	0.043126661034556653	0.079314929151569347	0.036514300252863958	0.096020131311590942
430000	-53849.902476534764	-595.75229795572363	-44424.879179616299	-8829.2709989627401	0.074855115868279962	0.047747145599003671	0.10155511212805696	0.03755791683062483	0.1184664283121459
440000	-53849.746024273692	-607.7106268894056	-44419.155800118868	-8822.8795972654189	0.086216899538144515	0.041547814747715628	0.11722174641662975	0.041953485884202196	0.15096301626418188
450000	-53790.824439010052	-602.0907583077103	-44371.609264342536	-8817.1244163598021	0.088556979588916007	0.049505943130023856	0.10385103592165454	0.025602668833970076	0.1673048614310878
460000	-53789.905186799777	-600.03554855382868	-44377.279067601514	-8812.5905706444319	0.085589657371379801	0.039428572546489807	0.098399062729211478	0.025650083131303653	0.14777921845033978
470000	-53807.154406698486	-577.00346096016062	-44413.084149833034	-8817.0667959052953	0.099437326381207669	0.042064442362826124	0.1602441846066506	0.024402114894752889	0.12238200091211711
480000	-53825.368346021714	-609.50022148427104	-44400.209836839538	-8815.6582876979082	0.098263371996778301	0.062963395570191275	0.11914111014078098	0.032804307305998738	0.14873277514775832
490000	-53808.159643696286	-589.56171604848714	-44400.831337085634	-8817.7665905621616	0.10607691236135401	0.05024281106547996	0.10378633921313392	0.030556079805760208	0.14094566113520915
500000	-53809.57822004809	-625.01913055269108	-44370.142760625138	-8814.4163288702621	0.11490697177860323	0.059486606612222943	0.12964094373262852	0.040994594964834707	0.1285587922078493
510000	-53847.033574977788	-599.76087709220621	-44428.480405877832	-8818.7922920077472	0.082478484304752575	0.071126155636106289	0.11676206629810827	0.048788394159586107	0.12351572340716686
520000	-53830.035675150881	-594.83871442353075	-44418.765605398556	-8816.4313553287939	0.093633108186190847	0.050671079717426175	0.10420425764052539	0.057990122592213471	0.11190322534575964
530000	-53753.304754530487	-579.94560813310306	-44367.836026337915	-8805.5231200594717	0.099933920951259622	0.054243108220898353	0.11926768593796643	0.043949079963847885	0.097830922442374235
540000	-53799.819728896851	-622.59217507021071	-44347.750760758601	-8829.4767930680391	0.085183810442014091	0.057257824525973666	0.13843716877683973	0.04695192657504537	0.083043214405128962
550000	-53786.750717701114	-603.79646921397932	-44367.63400756022	-8815.3202409269143	0.088809040317652049	0.053691542504719365	0.11823524060165123	0.033533700163231837	0.073309183486090529
560000	-53839.75223619007	-582.7913981909312	-44428.30663946554	-8828.6541985336007	0.098483318515459231	0.047427489482342537	0.1545581341348673	0.026622242046175984	0.066233206202330655
570000	-53822.327468178468	-582.27771856320476	-44421.871531059296	-8818.1782185559641	0.086749861970590286	0.045578965390100541	0.13842317502558063	0.024912781795387254	0.069041744174354436
580000	-53831.786041802276	-586.39667348310491	-44436.89869108134	-8808.4906772378308	0.080536569802026059	0.05775272649549712	0.13651349534220744	0.035589852366503701	0.088679948065123262
590000	-53754.96620004093	-590.90220313182238	-44367.635811889399	-8796.4281850197076	0.081870666758634039	0.054658363380277922	0.1336327123874177	0.027755748837616036	0.083009068066536906
600000	-53726.332498121206	-617.09802622312714	-44302.530623568542	-8806.7038483295401	0.077612464527813826	0.051530289449021549	0.12580452598427119	0.041491458040118639	0.050849503989327936
610000	-53686.855384697228	-583.8264193136373	-44285.78759876058	-8817.2413666230132	0.10275131730211375	0.04723241682501176	0.11537138026316442	0.041624530390907487	0.047866448347162284
620000	-53602.164007274536	-595.10751636317843	-44228.81899329189	-8778.2374976194697	0.10924086032871508	0.039890349405487746	0.10301891121344095	0.041047133606141012	0.057230443701948949
630000	-53662.918237039572	-582.6302881237483	-44302.468282757145	-8777.8196661586771	0.11214491981637628	0.041484850442355933	0.10521793637006702	0.050623789922487034	0.044373659892176343
640000	-53619.187396357222	-587.86021956354875	-44259.787477452024	-8771.5396993416507	0.13259442663928428	0.04568782692666936	0.10361378475390942	0.058802030016080031	0.045734531780229654
650000	-53639.89878524356	-599.93821116971435	-44255.036991028544	-8784.9235830453035	0.10430558114007671	0.030938089616139298	0.077661747217746283	0.066646380363259081	0.039525830167814455
660000	-53642.451319025291	-601.2150419083473	-44246.742260356797	-8794.4940167601453	0.16341708753595455	0.037901891155741156	0.07407604157415322	0.055227127482484324	0.045899896882361672
670000	-53729.439643467638	-584.74103764300571	-44349.729667760854	-8794.9689380637792	0.17553896844158715	0.050907174079093107	0.069518055727653336	0.051676065434591092	0.052807775091726197
680000	-53737.036142553581	-604.55977369067671	-44339.206873203242	-8793.2694956596606	0.18598440716456779	0.058714088831697077	0.059229387618428143	0.042735408286829576	0.057537943186363016
690000	-53824.714100828933	-596.77458730221679	-44413.003696836415	-8814.9358166903039	0.17167026675181554	0.046083153561147318	0.063619095667192621	0.036764329931225831	0.059668417339151722
700000	-53778.468904718568	-587.08432255209652	-44392.109695685474	-8799.2748864809982	0.16128812809785806	0.048896442429257989	0.059248251126666145	0.038434318023714067	0.057955834712849076
710000	-53711.455378149338	-586.5845323381759	-44317.157675500108	-8807.7131703110572	0.16917889343966341	0.063704866551081374	0.057780155571866783	0.046794489747854912	0.059859419944995121
720000	-53704.563082783752	-586.50894507763473	-44321.323842593039	-8796.7302951130769	0.13530379393170713	0.052949289602303939	0.052703297125853532	0.045845947139364782	0.06023019769616389
730000	-53739.089236645312	-576.76350656779391	-44370.319316408728	-8792.006413668787	0.11024738443264728	0.069604765582290326	0.042288457285062253	0.034395391288007469	0.052951620122048841
740000	-53738.886659483534	-591.72505094286487	-44339.467913368149	-8807.693695172522	0.10811231297465798	0.061927562555574155	0.045045555909828693	0.038804715290059709	0.053283544503407013
750000	-53793.210736615758	-599.35912712405741	-44379.833758340494	-8814.0178511512058	0.076594992137170748	0.057039819783770734	0.039166657784811494	0.040214034433427789	0.051657858709353979
760000	-53715.10311884158	-586.17961583620388	-44346.670199581895	-8782.2533034234802	0.071359382330658014	0.05248492095786117	0.038055477080696808	0.051143550315891059	0.060531033178458045
770000	-53803.02194304132	-589.64274502706257	-44410.956659296673	-8802.4225387175829	0.081198122637255829	0.049778622861374508	0.034411634527716145	0.059121109517459511	0.057683281990991563
780000	-53762.267176576439	-602.5879508937719	-44361.216848740878	-8798.4623769417885	0.062517638648637505	0.05570620709266276	0.036854114438279725	0.054765102792726637	0.070183111998860237
790000	-53836.54596460997	-590.34508897094133	-44424.325620073258	-8821.8752555657702	0.081310567252082827	0.06387589869255933	0.032764444260321712	0.055003667436266987	0.078338724367958371
800000	-53845.152795341914	-597.83624655774952	-44427.412959581263	-8819.9035892028987	0.075595323878197646	0.065506391643949224	0.033827155353721244	0.060924628241392935	0.063870759903666793
810000	-53841.570706292929	-584.54945415994678	-44434.154819404677	-8822.8664327283041	0.075147036455042157	0.048195791374320618	0.039079196758894756	0.064599668671813743	0.042722086735441055
820000	-53824.187534227131	-595.63765413471845	-44415.136231130047	-8813.4136489623634	0.074678841162643173	0.050061146799047378	0.048235961179937274	0.051398781533546677	0.038604876921948521
830000	-53840.535388457713	-590.48442740075757	-44419.375584902627	-8830.6753761543296	0.07740830986125545	0.038028212639421501	0.057461087567080786	0.069328378950965774	0.052828249808080152
840000	-53779.775191721936	-578.34278576320878	-44373.94876107492	-8827.4836448838032	0.062228214917055519	0.036646727202353166	0.075960999070134524	0.067572868995182583	0.061741410652629572
850000	-53706.270912634318	-594.45529942868154	-44298.20789731387	-8813.6077158917687	0.06681559170599162	0.038055653088954755	0.064375985468120137	0.081765178306358377	0.074438946459000399
860000	-53711.242952209228	-589.05183265489188	-44314.725439432048	-8807.4656801222882	0.073360415673415821	0.029415287689464779	0.081920826084234247	0.15126531517019443	0.10925529256203029
870000	-53691.966769434854	-576.4811269527687	-44314.347075319507	-8801.1385671625758	0.074043650109392789	0.028320022779269042	0.087175614439661042	0.11025242509050673	0.11696316998844267
880000	-53702.72676084836	-594.14525211115813	-44304.856659333047	-8803.724849404156	0.11499707239261092	0.027867766402150322	0.068035659575467616	0.10451476948152967	0.086530461111075416
890000	-53728.140972839363	-586.32708162469396	-44335.263369972352	-8806.5505212423159	0.10877395565198987	0.030437392127730032	0.060440107060389131	0.13516100566894088	0.083504889056915318
900000	-53746.754598432439	-588.30062683114261	-44340.650396154648	-8817.8035754466473	0.10676337189852506	0.030653598973392045	0.053161592563558555	0.116084183161863	0.081799335107972493
910000	-53711.68763561808	-592.5389595244892	-44330.201436789066	-8788.9472393045216	0.087431127947297765	0.029219342533213587	0.066523960361235007	0.11324126852932706	0.091029864634882995
920000	-53770.442971355624	-603.39492581471518	-44360.543824932203	-8806.5042206087019	0.09351682706247362	0.02769532785771513	0.072868817499866428	0.13063265703926299	0.086286300039698588
930000	-53785.382458104032	-562.03704747894426	-44414.102966362945	-8809.2424442621414	0.070118052166634609	0.037189997196664298	0.06496693608360013	0.10822402397038436	0.084353179095367617
940000	-53768.397148866301	-602.36727857204676	-44358.873004033667	-8807.156866260586	0.05665366814526468	0.038042148275377878	0.095654523509201672	0.11210612085721322	0.084757484812331016
950000	-53798.464654462681	-612.18041308039233	-44375.791571846436	-8810.4926695358517	0.051026214588000406	0.041143781239506266	0.099240404968582732	0.12533723945724271	0.072847738666488124
960000	-53838.037071708255	-587.39495028584281	-44448.358454625471	-8802.2836667969386	0.054753211316696651	0.035231699824320714	0.094652059211292633	0.12210000706249569	0.06494124732349843
970000	-53734.850866501867	-616.16219074362766	-44323.388539666099	-8795.3001360921407	0.046319666796213452	0.038689330824408827	0.11363327887487699	0.12739487693304397	0.081497465001357822
980000	-53659.284139868483	-604.90751464360676	-44263.409891607022	-8790.9667336178536	0.036431114677017658	0.043733200723042737	0.087736043518220355	0.12144063624672355	0.084335506392455753
990000	-53666.04636161797	-594.44551144785351	-44277.009952406515	-8794.5908977635991	0.03867840252295468	0.044566608835103445	0.079528143663781622	0.11543820249357437	0.10723178358068845
1000000	-53735.276305529485	-591.94554173364884	-44341.072967958324	-8802.2577958375114	0.034364790795280459	0.04172788929647718	0.068679828750445121	0.095074001606943057	0.11433626274012994
1010000	-53790.305244384261	-579.08235824898304	-44402.423232590401	-8808.7996535448765	0.035925031815859404	0.037185474990444167	0.068509348282023319	0.10308148243293726	0.10869701674681308
1020000	-53802.6582688489	-571.5828600446589	-44412.769353439566	-8818.3060553646719	0.034081324706907161	0.039368519899094047	0.074793907392519426	0.1153862676858854	0.10796914664437368
1030000	-53781.458309392205	-587.85203939933183	-44385.726239346433	-8807.88003064644	0.045115455936343404	0.039191319435042601	0.088345375233522636	0.1302778217954243	0.10466922727107698
1040000	-53829.296443088337	-613.29166132809974	-44397.79939916484	-8818.205382595399	0.044286429889868431	0.03352629862032596	0.079075352560688802	0.15778628159152092	0.065435441956662843
1050000	-53823.920355855262	-593.02654781868432	-44424.336886091638	-8806.5569219449389	0.033795225868797546	0.030644113283085837	0.059510784951363839	0.16785025864344608	0.078503727299885001
1060000	-53914.551556140759	-601.74613898220059	-44485.745741040446	-8827.059676118115	0.041336544762324193	0.027075149292502262	0.040214841250363509	0.16859776941528926	0.050649447922986528
1070000	-53880.384960709765	-581.0956010451988	-44488.066865692876	-8811.2224939716907	0.041574140502161377	0.023018157004332379	0.037497031862662629	0.16685601497096303	0.044406457831294384
1080000	-53852.770588576095	-579.22446459863204	-44462.599384715948	-8810.9467392615115	0.075733355347427214	0.025966771053145599	0.038003969727379613	0.12040030786154451	0.037360722295131772
1090000	-53781.210766935765	-606.38171629030819	-44371.414361060175	-8803.4146895852828	0.088029889818529841	0.020744918398642224	0.046710132869277561	0.15904844024878209	0.041663965679198736
1100000	-53719.067161199178	-606.84403855712117	-44317.562652021399	-8794.6604706206563	0.086327582761962937	0.02129303111163967	0.046253048802936368	0.10821081477966055	0.025566053984449538
1110000	-53739.137927735843	-583.25025329572395	-44352.89612400085	-8802.9915504392702	0.10354876026332235	0.024128708645564684	0.047790406162458325	0.1390904965186433	0.01773689014596589
1120000	-53820.482798323581	-605.70543010894892	-44405.678349355876	-8809.099018858753	0.078187044147109114	0.032831598005045586	0.062964858729427572	0.12335953562979567	0.021746075057849874
1130000	-53790.208977074355	-592.20702449905059	-44402.697177680071	-8795.3047748952304	0.083371045071764002	0.024608250752661782	0.066548142739725841	0.12658717018722762	0.030157584594938117
1140000	-53770.087698187162	-596.20285918762443	-44366.155260370637	-8807.7295786289033	0.08396747488974117	0.0235409994190856	0.063769842411699723	0.088493783233778586	0.027976027336433177
1150000	-53896.111578212745	-592.49234761693197	-44477.51096708027	-8826.1082635155399	0.08798809162855821	0.024149012432193775	0.073335862380328715	0.069048298202972452	0.028494474074351451
1160000	-53849.170991090396	-608.26577753453569	-44421.925948012489	-8818.9792655433703	0.067427628967590914	0.023789342492921261	0.068903617571250297	0.048828459050143706	0.02910174814878401
1170000	-53817.76778827903	-594.28162961497731	-44420.561560651899	-8802.9245980121559	0.1122051027827205	0.028808585094156871	0.086524780177665697	0.046231898205830381	0.028648944985829532
1180000	-53817.761288039801	-569.76855577127799	-44445.008860096292	-8802.9838721722335	0.11615820284384429	0.029227753412052231	0.11643330085586112	0.05192625998445171	0.031016141283123942
1190000	-53795.494644881233	-594.85556454039261	-44402.606193632048	-8798.0328867087956	0.10053088112859716	0.021682156262954774	0.11961405246018461	0.075485420078273593	0.032572539707051915
1200000	-53819.836335207117	-606.84774089873883	-44407.959982162647	-8805.028612145732	0.11773474430724569	0.0251320925414871	0.14540781103244962	0.086027962781722075	0.037157190806703461
1210000	-53818.451049647694	-596.18506045871493	-44411.177540788092	-8811.0884484008857	0.12014016648276152	0.023581140495356808	0.11993540452131389	0.092423264592608287	0.045714887219226875
1220000	-53816.238525914632	-581.92767614943239	-44426.553143988371	-8807.7577057768285	0.12264564880523612	0.023644744451944921	0.11726440374915083	0.071060390216462627	0.043979782990514069
1230000	-53897.289570530949	-576.7392063888625	-44499.815189745328	-8820.7351743967592	0.13729282888872876	0.025669715893322433	0.13231509694784838	0.087450179670911926	0.0397374379569213
1240000	-53882.124794802941	-610.51872537288784	-44453.546911646947	-8818.0591577831074	0.13411546727857671	0.027222632145994709	0.11516255174229355	0.097620025128282453	0.043291721601936367
1250000	-53946.3635234311	-581.7882994727189	-44542.265048084504	-8822.3101758738776	0.11550276632869515	0.0320691899433675	0.12246965469123676	0.092819863873350478	0.033349298427839395
1260000	-53884.564551315685	-582.6139141990941	-44476.332256254973	-8825.6183808616188	0.13973007852769567	0.032521702021198855	0.10180310504631009	0.1210848801794074	0.034051088088385119
1270000	-53940.434194015637	-565.11249424317305	-44547.969614273345	-8827.352085499122	0.20058652536659308	0.032530596846798973	0.1536936942012978	0.1317645673850836	0.029991129331060497
1280000	-53928.197733552195	-582.41983563953522	-44508.988734772181	-8836.7891631404782	0.19321831594427546	0.030175892314182953	0.12453021753821764	0.14208883943784464	0.030102002056069166
1290000	-53878.629628216855	-605.33749090885431	-44453.676359242483	-8819.6157780655194	0.17667954526099949	0.036346338945924345	0.11429354708781225	0.17436169452004635	0.031185070971654977
1300000	-53844.63149286007	-591.48331890946679	-44428.049626769163	-8825.098547181442	0.14617363600367753	0.026236516732222746	0.098378687020901981	0.16296462477851884	0.032856753657793066
1310000	-53783.690781230172	-593.68253482651778	-44375.730397851577	-8814.2778485520757	0.1304102483155653	0.027888413124259867	0.11662705230595324	0.16971783182904046	0.030795256186679189
1320000	-53774.586894032334	-601.26133434983637	-44358.440687421338	-8814.8848722611583	0.11298230180114785	0.032652478106578613	0.14627717274619303	0.15532853873508926	0.034610506381715346
1330000	-53777.522150959383	-574.99770666245468	-44382.502959054123	-8820.0214852428035	0.1212559936155255	0.043521626315279359	0.12881544105734383	0.19536528944280951	0.033417634533700107
1340000	-53812.230017683592	-627.28838142211634	-44360.10362063643	-8824.8380156250496	0.14354086064181007	0.037974976157323086	0.13212482416174168	0.15998939538317669	0.029847542538116442
1350000	-53821.638207937169	-607.67073721288796	-44397.455980447092	-8816.5114902771893	0.17287630845637675	0.043876194464024673	0.11106881058778575	0.16926140058394679	0.02914945517694811
1360000	-53849.668222989727	-585.05086458308278	-44446.14246557642	-8818.4748928302215	0.15144175763412762	0.053741254667878421	0.096735928946684924	0.17004636249522381	0.032538175585224052
1370000	-53858.839438796254	-610.86418961225706	-44430.799962756872	-8817.1752864271257	0.13153267464430757	0.057172441928353732	0.12339906883159873	0.14452376755993807	0.023660518524384333
1380000	-53774.945018683597	-601.20767929367628	-44356.825904811369	-8816.9114345785492	0.14026488897635148	0.064478678304031103	0.10423402335325321	0.13139941264056765	0.021032873000343677
1390000	-53830.000480844828	-605.03995457029509	-44410.216938252423	-8814.7435880221092	0.11184666299035681	0.052415871226257536	0.064095523381036301	0.12857149336744111	0.013594731341737692
1400000	-53843.971211868688	-601.73562336728014	-44411.34525354678	-8830.8903349546235	0.16984631863167168	0.054454515787327566	0.061488455351556823	0.090423561976704106	0.015314401146456009
1410000	-53781.527706734298	-589.10255313731204	-44387.512367575415	-8804.912786021574	0.13118722327858029	0.065852140832990375	0.069435241895481101	0.082123753062539495	0.013077255982895985
1420000	-53815.312884659186	-619.78833730933741	-44374.601095872633	-8820.9234514772179	0.104717408487075	0.059381731542144323	0.063341484782387603	0.090986832965386441	0.015276468139866169
1430000	-53815.329500448213	-588.64588517914433	-44412.220679428225	-8814.462935840842	0.10994262837241055	0.074281165802301388	0.079406111717194638	0.097294676029404392	0.013039273969988779
1440000	-53831.90063534848	-596.84802897989118	-44416.423644198578	-8818.6289621700125	0.081352221925810098	0.070463637052998671	0.11955889041943792	0.0960927270264679	0.013437498669739579
1450000	-53742.68257228037	-598.6932434109674	-44340.078841361959	-8803.9104875074408	0.059501650975676626	0.078232680985100639	0.13720732641523406	0.05961937705955582	0.01259939623093323
1460000	-53756.68044744197	-606.28431146936236	-44349.983589032738	-8800.4125469398714	0.068240241248316486	0.068778075105343131	0.14934012582848161	0.076641991912415969	0.0088986602535779929
1470000	-53790.600245618145	-581.93964750031478	-44397.516591791551	-8811.144006326278	0.065995361932229379	0.066456449568553233	0.084797051937899742	0.059758076948499224	0.0088006826671813785
1480000	-53799.244982148666	-594.04208049028421	-44394.508432292823	-8810.6944693655605	0.059400680462248077	0.077737251079274733	0.082828327426330089	0.073250711951623457	0.0092647133265183115
1490000	-53838.049660195553	-590.16640677763019	-44434.341177725488	-8813.5420756924359	0.071295655705171573	0.074183570141051119	0.11025574784364574	0.053731667815959748	0.0093135680620985983
1500000	-53850.959927295153	-609.66960593207625	-44416.352704916921	-8824.9376164461573	0.088316381935525906	0.064687581107155084	0.082387864654951654	0.06345297690974909	0.0073303432704524499
1510000	-53783.425001067124	-591.21064684437135	-44372.817475222953	-8819.3968789997962	0.081477261106270668	0.06825799382304934	0.10196406397259002	0.057348159322744945	0.006928088664447044
1520000	-53783.151720947164	-583.7834540574828	-44383.193586625304	-8816.1746802643756	0.067797449119538222	0.069281980356055428	0.099938798905810866	0.056881180451541245	0.0091215799397355718
1530000	-53776.346036521456	-590.87547520583337	-44368.593757334616	-8816.8768039810093	0.079309380442564192	0.075919963653212796	0.080916779181017862	0.053293148380963863	0.0087892981092937
1540000	-53783.239445710817	-603.68575559747842	-44359.898494522626	-8819.6551955907125	0.089299180587419494	0.072153453927174385	0.055553548957766319	0.055751869871790719	0.0088592503803750482
1550000	-53712.095785491321	-586.97706746151039	-44328.704581403312	-8796.4141366264957	0.10987850591059509	0.058838750070593027	0.058090542930123799	0.060546252041420466	0.0080858013183000045
1560000	-53829.420947206549	-590.90890822738061	-44422.208818130341	-8816.3032208488294	0.095943177429028678	0.061495555098247154	0.04088144541336014	0.064555028500113021	0.0099870126032813016
1570000	-53863.397371880063	-599.26308287733127	-44445.168120328672	-8818.9661686740583	0.090846156312893972	0.048859497034448127	0.037061309460036926	0.055349253900697844	0.010985533094078993
1580000	-53911.505611997425	-591.99795314265657	-44489.699382690036	-8829.8082761647311	0.095146170263303215	0.039701483181343068	0.052734500410970324	0.054244504963489072	0.011098186914077461
1590000	-53834.900080372681	-569.56841407953686	-44447.146822084207	-8818.1848442089395	0.09239384027511742	0.034510939687652002	0.054808771742884163	0.048105276489411972	0.010647120357680898
1600000	-53852.225024660431	-604.68641343112654	-44426.717709230914	-8820.8209019983915	0.11472323450555579	0.040218315204585693	0.060392455006150238	0.050868918931071351	0.01403376472753157
1610000	-53780.430994004768	-594.60109697604798	-44387.51854236926	-8798.3113546594614	0.10781836351242635	0.026868778797522495	0.055751348610498325	0.0533665364458136	0.013752379201565757
1620000	-53782.886888884888	-584.86415059485398	-44403.029839131101	-8794.9928991589331	0.11657849350316553	0.031170831495007777	0.059418450330881618	0.043223217960508459	0.011852538968750036
