NFos	FossilName	CrownvsStem	CalibratedTaxon	MinAge	MaxAge	BestPracticeScore	NUsrcrFos	DcrFos
1	F_1		Feliformia	61.7	63.3
2	F_2		Herpestidae	30.8	33.3
3	F_3		Hyaenidae	15.97	23.03
		

