name	forma	varietas	subspecies	species	species subgroup	species group	subgenus	genus	subtribe	tribe	subfamily	family	superfamily	parvorder	infraorder	suborder	order	superorder	infraclass	subclass	class	superclass	subphylum	phylum	superphylum	subkingdom	kingdom	superkingdom
Scadoxus_puniceus	NA	NA	NA	59038	NA	NA	NA	112587	NA	NA	703251	4668	NA	NA	NA	NA	73496	NA	NA	NA	4447	NA	NA	35493	NA	NA	33090	2759
Scadoxus_multiflorus	NA	NA	NA	82246	NA	NA	NA	112587	NA	NA	703251	4668	NA	NA	NA	NA	73496	NA	NA	NA	4447	NA	NA	35493	NA	NA	33090	2759
Scadoxus_cinnabarinus	NA	NA	NA	112577	NA	NA	NA	112587	NA	NA	703251	4668	NA	NA	NA	NA	73496	NA	NA	NA	4447	NA	NA	35493	NA	NA	33090	2759
Scadoxus_membranaceus	NA	NA	NA	240638	NA	NA	NA	112587	NA	NA	703251	4668	NA	NA	NA	NA	73496	NA	NA	NA	4447	NA	NA	35493	NA	NA	33090	2759
Ebertia_nana	NA	NA	NA	82013	NA	NA	NA	82012	NA	NA	703547	44985	NA	NA	NA	NA	73496	NA	NA	NA	4447	NA	NA	35493	NA	NA	33090	2759
Schizobasis_macowanii	NA	NA	NA	1069052	NA	NA	NA	143571	NA	NA	703547	44985	NA	NA	NA	NA	73496	NA	NA	NA	4447	NA	NA	35493	NA	NA	33090	2759
Amphisiphon_stylosus	NA	NA	NA	208112	NA	NA	NA	208111	NA	NA	703547	44985	NA	NA	NA	NA	73496	NA	NA	NA	4447	NA	NA	35493	NA	NA	33090	2759
Androsiphon_capensis	NA	NA	NA	208114	NA	NA	NA	208113	NA	NA	703547	44985	NA	NA	NA	NA	73496	NA	NA	NA	4447	NA	NA	35493	NA	NA	33090	2759
Daubenya_aurea	NA	NA	NA	208116	NA	NA	NA	208115	NA	NA	703547	44985	NA	NA	NA	NA	73496	NA	NA	NA	4447	NA	NA	35493	NA	NA	33090	2759
Daubenya_zeyheri	NA	NA	NA	208134	NA	NA	NA	208115	NA	NA	703547	44985	NA	NA	NA	NA	73496	NA	NA	NA	4447	NA	NA	35493	NA	NA	33090	2759
Daubenya_comata	NA	NA	NA	1207261	NA	NA	NA	208115	NA	NA	703547	44985	NA	NA	NA	NA	73496	NA	NA	NA	4447	NA	NA	35493	NA	NA	33090	2759
Daubenya_marginata	NA	NA	NA	1207262	NA	NA	NA	208115	NA	NA	703547	44985	NA	NA	NA	NA	73496	NA	NA	NA	4447	NA	NA	35493	NA	NA	33090	2759
Daubenya_namaquensis	NA	NA	NA	1207263	NA	NA	NA	208115	NA	NA	703547	44985	NA	NA	NA	NA	73496	NA	NA	NA	4447	NA	NA	35493	NA	NA	33090	2759
Daubenya_stylosa	NA	NA	NA	1207264	NA	NA	NA	208115	NA	NA	703547	44985	NA	NA	NA	NA	73496	NA	NA	NA	4447	NA	NA	35493	NA	NA	33090	2759
Periboea_oliveri	NA	NA	NA	208141	NA	NA	NA	208140	NA	NA	703547	44985	NA	NA	NA	NA	73496	NA	NA	NA	4447	NA	NA	35493	NA	NA	33090	2759
Periboea_paucifolia	NA	NA	NA	208142	NA	NA	NA	208140	NA	NA	703547	44985	NA	NA	NA	NA	73496	NA	NA	NA	4447	NA	NA	35493	NA	NA	33090	2759
Pseudoprospero_firmifolium	NA	NA	NA	208145	NA	NA	NA	208144	NA	NA	703547	44985	NA	NA	NA	NA	73496	NA	NA	NA	4447	NA	NA	35493	NA	NA	33090	2759
