Iteration	posterior	NumSpeciation	numExtinction	numMassExtinctions 
100	-2971.85048570975	2	5	3
200	-2962.21790250401	3	4	2
300	-2959.05741133584	3	3	3
400	-2976.95468899528	5	5	4
500	-2971.16967239898	4	5	3
600	-2962.94352146878	2	5	2
700	-2958.8179331321	4	4	1
800	-2971.88033638737	4	4	3
900	-2971.43847568512	3	4	5
1000	-2964.7892820662	3	5	2
1100	-2968.01231285366	4	6	2
1200	-2983.47463783179	3	8	3
1300	-2978.87802134466	4	5	4
1400	-2957.37246954159	3	5	1
1500	-2970.8040974813	3	5	3
1600	-2957.71571827836	4	2	1
1700	-2971.07622590031	4	4	3
1800	-2970.86337934721	4	3	4
1900	-2967.67126011533	4	4	3
2000	-2960.8405651468	5	3	2
2100	-2976.90583329176	4	6	2
2200	-2964.00936423872	4	5	1
2300	-2969.37103758252	4	2	3
2400	-2963.09577304068	3	4	2
2500	-2975.59423254742	3	4	5
2600	-2968.46619479099	4	3	3
2700	-2984.76784821987	5	2	5
2800	-2959.91019988453	5	2	1
2900	-2968.10191722616	7	3	2
3000	-2967.12595926104	7	3	2
3100	-2961.48070180202	6	1	2
3200	-2972.95036580274	5	3	4
3300	-2954.9382070241	6	2	1
3400	-2969.0308205297	5	2	3
3500	-2964.34163620725	5	4	1
3600	-2964.31385044941	4	5	2
3700	-2989.76106584683	7	4	5
3800	-2967.37760500291	5	3	2
3900	-2966.15669693322	5	3	2
4000	-2955.30469430868	4	3	1
4100	-2973.59764847715	4	5	3
4200	-2970.32358707672	7	4	1
4300	-2964.1472995412	4	4	2
4400	-2975.10761850377	5	4	4
4500	-2961.68633085362	3	4	1
4600	-2968.35207207272	4	3	3
4700	-2953.6881444402	3	3	1
4800	-2953.75214655666	5	2	0
4900	-2965.78720799927	5	4	1
5000	-2952.50721632776	3	3	0
5100	-2969.68320047821	5	5	1
5200	-2972.65573336254	5	6	1
5300	-2963.61324155688	5	3	1
5400	-2954.36715442757	6	1	1
5500	-2953.90373324301	6	1	0
5600	-2967.46264657305	6	3	3
5700	-2968.91338432947	6	2	2
5800	-2959.98989109692	5	2	1
5900	-2964.44527067194	5	2	3
6000	-2957.43351013552	3	2	2
6100	-2962.12687411715	4	1	4
6200	-2965.30773329049	2	1	4
6300	-2973.00495647496	5	4	3
6400	-2950.80090956004	3	3	0
6500	-2950.49612433787	3	3	1
6600	-2951.69239968935	4	3	0
6700	-2958.97374746855	6	3	0
6800	-2957.49899663056	7	2	0
6900	-2959.24098084629	5	2	2
7000	-2950.67790136522	4	1	1
7100	-2968.1053906682	5	4	2
7200	-2962.86303356202	8	2	1
7300	-2962.57206208038	7	2	1
7400	-2956.5739341907	6	3	0
7500	-2988.63873854321	11	2	3
7600	-2989.54159366863	8	5	3
7700	-2957.75531522908	5	3	1
7800	-2962.93729542301	6	3	2
7900	-2959.53165643852	4	4	1
8000	-2955.20171449347	6	2	0
8100	-2962.39820926808	5	5	1
8200	-2966.55943756208	7	2	2
8300	-2966.57784312943	7	2	1
8400	-2963.07070213287	4	6	0
8500	-2954.15533060141	4	3	1
8600	-2966.73439141088	6	5	1
8700	-2983.60776612917	6	9	1
8800	-2954.2928169438	4	3	0
8900	-2976.12235800216	4	5	4
9000	-2963.43759795907	5	3	3
9100	-2967.73175888554	4	5	2
9200	-2968.37045285367	5	4	2
9300	-2961.09312510158	3	5	1
9400	-2961.77416409486	5	4	0
9500	-2962.07072117093	4	5	1
9600	-2961.60660608132	3	6	0
9700	-2958.31783263844	3	5	0
9800	-2967.93591220623	7	4	0
9900	-2972.36329804224	6	5	2
10000	-2987.59724777804	4	8	3
10100	-2969.79703372987	3	7	1
10200	-2963.65407489446	4	4	2
10300	-2966.02804024202	4	6	0
10400	-2979.35332064512	7	4	3
10500	-2960.66279050271	3	5	1
10600	-2959.15090886321	5	3	1
10700	-2955.15636977825	3	5	0
10800	-2958.10128240355	5	3	1
10900	-2962.85422469874	5	4	0
11000	-2961.57798175111	3	4	1
11100	-2974.67143729406	7	1	3
11200	-2960.8862246988	5	4	1
11300	-2952.30831832995	5	1	0
11400	-2961.6733696262	7	1	0
11500	-2964.86113547359	5	5	1
11600	-2954.50891715039	4	1	1
11700	-2984.19791345157	8	4	4
11800	-2972.82772519315	7	4	2
11900	-2967.38337685544	3	5	3
12000	-2958.94014693052	4	2	2
12100	-2969.56342186408	4	3	1
12200	-2976.19960256097	7	4	2
12300	-2964.68934403465	6	3	1
12400	-2956.71181308412	4	4	0
12500	-2953.10491031564	4	2	0
12600	-2966.00754534995	4	4	1
12700	-2987.42512783573	4	6	4
12800	-2954.06323204431	5	2	1
12900	-2968.00725565783	6	3	2
13000	-2967.83100904452	4	3	3
13100	-2953.92648366674	5	3	0
13200	-2964.71489127878	4	5	1
13300	-2959.50111139255	6	2	0
13400	-2961.75320480155	4	3	1
13500	-2966.38055595012	4	3	2
13600	-2958.43709916653	3	4	2
13700	-2956.01902417018	4	4	1
13800	-2965.20541721694	5	4	3
13900	-2957.9122257012	4	3	1
14000	-2962.76550667268	6	4	1
14100	-2966.14472633459	4	5	2
14200	-2962.98823218628	6	4	0
14300	-2956.64823451257	3	3	1
14400	-2967.80204471856	6	4	1
14500	-2980.69149182331	4	8	1
14600	-2967.74995654041	5	4	2
14700	-2967.35356951852	6	4	1
14800	-2960.54313496692	3	5	1
14900	-2962.14993155149	4	3	2
15000	-2977.90085870284	5	4	3
15100	-2986.65554471715	7	4	3
15200	-2964.87669869662	3	4	2
15300	-2967.48380553373	3	6	0
15400	-2963.33804537434	4	4	1
15500	-2964.2795783964	2	5	1
15600	-2961.12664101292	3	5	0
15700	-2962.07969490632	2	3	3
15800	-2962.80841062734	3	4	0
15900	-2957.98191860025	4	4	0
16000	-2981.29132401503	7	3	4
16100	-2977.20174542659	4	6	4
16200	-2968.20987526509	5	5	1
16300	-2959.24531175457	6	1	1
16400	-2960.50137841523	6	1	1
16500	-2961.94123370979	7	2	0
16600	-2969.16262023959	5	2	3
16700	-2965.76928146485	4	2	1
16800	-2962.07745357293	6	3	0
16900	-2991.25714005844	11	3	2
17000	-2981.26263318247	7	7	0
17100	-2971.14134888145	6	3	2
17200	-2971.0443435942	7	2	2
17300	-2981.63537974033	6	6	3
17400	-2964.4264477029	5	1	3
17500	-2958.82134944065	6	1	1
17600	-2963.61066447334	6	1	2
17700	-2971.08188519132	8	1	2
17800	-2955.27646561137	5	4	0
17900	-2964.55510499616	5	2	2
18000	-2965.03636423285	7	2	1
18100	-2961.12504131032	4	5	1
18200	-2968.76748397856	6	3	2
18300	-2969.34223486764	7	2	2
18400	-2970.17682475097	6	2	4
18500	-2953.78345889299	6	1	0
18600	-2964.96200490996	6	1	2
18700	-2970.01269299151	6	2	3
18800	-2953.62840121914	4	3	1
18900	-2976.67714032088	6	5	2
19000	-2957.98615252115	5	3	2
19100	-2964.28456564861	6	3	2
19200	-2955.97167875261	5	2	1
19300	-2965.74961753874	5	3	3
19400	-2971.56471514009	6	5	2
19500	-2981.86518969254	10	1	3
19600	-2960.17951881102	3	3	3
19700	-2954.83269301562	5	2	1
19800	-2962.46870482421	4	3	2
19900	-2963.49457281618	6	1	2
20000	-2952.52664719208	5	3	0
20100	-2967.13749316657	5	2	3
20200	-2977.44370150678	8	5	2
20300	-2977.46363748255	5	7	2
20400	-2960.05166187801	6	2	1
20500	-2955.47846245254	4	2	2
20600	-2955.73999344644	3	3	1
20700	-2958.54622738105	3	2	3
20800	-2957.32895225984	6	2	1
20900	-2955.5889575537	5	1	1
21000	-2957.38229613065	5	4	0
21100	-2952.42374364385	4	2	1
21200	-2956.81873533946	4	2	2
21300	-2967.89454474577	8	3	1
21400	-2963.63404217723	5	4	1
21500	-2956.25697593889	7	1	0
21600	-2966.22618606235	6	5	0
21700	-2982.76970506503	7	6	2
21800	-2974.92074484795	6	5	2
21900	-2959.34046946514	4	5	0
22000	-2958.37966461666	3	3	2
22100	-2952.80347591642	3	2	0
22200	-2957.48076113116	3	4	1
22300	-2968.05187118296	3	7	2
22400	-2967.35133827659	4	3	3
22500	-2960.57542404915	4	4	1
22600	-2964.49202898271	5	4	0
22700	-2955.89633257977	3	3	2
22800	-2957.44797851357	5	2	2
22900	-2967.78392428145	5	5	2
23000	-2970.98144547326	4	6	2
23100	-2964.71575390289	3	7	1
23200	-2960.96730819219	4	3	2
23300	-2952.99832408398	3	3	1
23400	-2975.09345384212	8	2	2
23500	-2962.09418426391	6	2	1
23600	-2971.58226781065	4	3	4
23700	-2957.43870938241	3	4	1
23800	-2963.53465350979	3	2	2
23900	-2968.85995613779	5	5	2
24000	-2972.89568508665	4	7	1
24100	-2978.19531074977	5	7	1
24200	-2970.13468342077	5	3	2
24300	-2972.40175043848	7	2	1
24400	-2975.00356543235	7	3	2
24500	-2968.17828192293	4	6	1
24600	-2962.8590431174	6	2	2
24700	-2958.9060157784	6	3	1
24800	-2965.95719436789	6	1	3
24900	-2958.8737047334	4	4	0
25000	-2958.07197525144	5	1	2
25100	-2967.43578173143	5	1	4
25200	-2949.76181322269	5	2	0
25300	-2964.23009697633	7	1	2
25400	-2958.85608849103	7	2	0
25500	-2957.33300946794	5	3	1
25600	-2960.66989188772	6	2	1
25700	-2965.81146212509	7	4	0
25800	-2959.21062246362	6	1	2
25900	-2969.70386937842	6	3	2
26000	-2966.53120584024	5	2	4
26100	-2950.48904566874	4	1	1
26200	-2952.57149385922	4	2	0
26300	-2965.68069664366	3	4	3
26400	-2960.57226217165	5	3	1
26500	-2963.29065359362	5	3	2
26600	-2975.79105069174	4	4	4
26700	-2957.6024901297	3	5	1
26800	-2974.68042035318	7	4	1
26900	-2977.4952636028	3	6	2
27000	-2974.00378279853	4	6	1
27100	-2970.77639900172	4	4	2
27200	-2967.33532522147	3	7	0
27300	-2970.64781183449	2	4	3
27400	-2964.46860590929	3	3	2
27500	-2977.8883954779	2	6	4
27600	-2958.79937856762	3	4	1
27700	-2962.86193104073	2	3	2
27800	-2962.07862809675	3	5	1
27900	-2978.26267015623	3	6	3
28000	-2965.87023135909	5	3	1
28100	-2956.65222765778	4	3	1
28200	-2956.95018029809	4	4	1
28300	-2959.41273819855	5	4	1
28400	-2950.40938153761	4	3	0
28500	-2963.35876827842	7	3	0
28600	-2952.31881356454	4	3	0
28700	-2953.07983875502	4	4	0
28800	-2988.33404911154	5	7	3
28900	-2972.72162369152	6	4	3
29000	-2957.05255470932	4	2	1
29100	-2961.26436526081	3	5	1
29200	-2957.80794850111	6	1	1
29300	-2963.897957998	5	5	0
29400	-2963.44676496867	5	1	3
29500	-2960.16659115519	4	4	1
29600	-2960.58171654237	5	3	2
29700	-2966.58192427754	4	6	1
29800	-2965.97193063393	6	3	2
29900	-2957.46015698594	3	3	1
30000	-2963.42265344261	3	5	1
30100	-2958.37574947118	7	1	0
30200	-2957.56046175931	7	1	0
30300	-2963.81116053079	5	4	2
30400	-2962.84323187066	5	3	1
30500	-2967.38442627092	3	4	2
30600	-2963.77387444767	5	2	2
30700	-2962.27080333303	4	4	1
30800	-2960.31010348722	5	2	1
30900	-2952.48409720198	4	1	0
31000	-2963.59797014171	5	5	1
31100	-2962.26277926003	5	3	2
31200	-2958.31752906766	3	1	3
31300	-2965.54953074817	9	1	1
31400	-2954.5454972738	4	2	1
31500	-2956.90354349079	7	2	0
31600	-2966.98544453905	5	3	3
31700	-2955.74409249069	5	1	1
31800	-2964.9425459428	6	1	1
31900	-2955.82728643845	4	4	0
32000	-2960.30905167794	3	3	2
32100	-2961.81639688157	5	2	2
32200	-2952.65942774527	5	2	0
32300	-2950.60862767149	5	1	0
32400	-2963.64888845168	7	3	0
32500	-2948.90731042327	4	2	0
32600	-2956.00880499717	4	3	1
32700	-2957.62798722548	6	3	0
32800	-2954.55018000285	5	2	1
32900	-2959.13510968564	3	4	2
33000	-2959.56912163866	6	3	1
33100	-2959.88149999925	4	5	1
33200	-2971.42893194257	6	4	2
33300	-2957.41679959961	6	2	1
33400	-2950.89776152343	4	2	0
33500	-2951.99446213572	4	1	1
33600	-2967.69306248328	6	1	4
33700	-2969.57237298774	4	4	2
33800	-2951.48972958987	3	3	0
33900	-2965.13665311088	5	4	2
34000	-2956.24225992472	4	4	0
34100	-2954.53179701833	4	3	1
34200	-2958.35750784491	5	3	1
34300	-2964.58651474474	5	6	1
34400	-2956.69883166865	5	2	2
34500	-2964.59904008323	7	4	1
34600	-2965.45759227402	6	4	1
34700	-2961.39919710094	7	1	1
34800	-2964.24335158358	4	3	2
34900	-2964.37234425924	5	2	2
35000	-2958.66031233289	5	1	2
35100	-2962.45187993545	5	3	2
35200	-2961.20569072878	5	4	1
35300	-2955.80762503263	5	2	0
35400	-2962.50811326401	4	3	2
35500	-2972.66567412502	8	3	2
35600	-2967.16615705306	5	2	3
35700	-2961.53671758872	5	2	1
35800	-2957.4321632876	5	3	1
35900	-2955.85138483191	6	1	0
36000	-2964.01420770448	7	1	1
36100	-2962.71151258439	5	2	1
36200	-2951.71477288385	4	3	0
36300	-2990.8796172573	6	7	3
36400	-2963.75177960631	6	2	3
36500	-2958.90540123588	6	2	0
36600	-2953.64779607978	4	2	1
36700	-2974.76211398831	4	5	2
36800	-2969.33357169438	7	2	2
36900	-2957.22303783371	5	1	0
37000	-2955.95400720245	5	2	1
37100	-2957.68589658852	7	2	0
37200	-2971.62874029088	6	1	3
37300	-2970.03511575942	7	3	2
37400	-2970.14999098888	5	5	2
37500	-2956.03205375727	3	4	0
37600	-2949.86289647786	4	2	0
37700	-2966.70569654621	5	5	1
37800	-2967.86127320054	4	5	2
37900	-2963.77608421625	5	4	1
38000	-2976.00479885918	6	6	2
38100	-2965.19549041871	4	2	3
38200	-2955.50773782114	4	2	1
38300	-2952.20767166497	4	2	0
38400	-2956.52425398025	5	4	0
38500	-2977.26858384794	8	4	1
38600	-2964.3160476997	6	3	1
38700	-2960.63502104854	5	3	1
38800	-2961.70677759097	4	6	0
38900	-2963.57876608901	5	3	2
39000	-2959.8907573437	4	4	1
39100	-2949.22861218868	3	3	0
39200	-2953.84699689984	3	3	2
39300	-2960.83520416713	5	3	1
39400	-2964.25331414979	4	5	2
39500	-2960.87849646125	6	2	2
39600	-2961.30118578869	4	1	3
39700	-2959.76547107103	4	4	0
39800	-2962.64618224694	6	4	0
39900	-2955.73360747378	6	3	0
40000	-2966.41622113226	4	6	1
40100	-2986.67419801118	7	7	2
40200	-2962.27179371753	5	4	1
40300	-2960.55238244115	5	5	1
40400	-2967.44025089167	7	2	2
40500	-2949.37319473995	5	2	0
40600	-2954.66102497437	5	2	1
40700	-2955.74499368024	6	1	1
40800	-2971.22756005692	8	2	2
40900	-2983.29154376471	6	3	3
41000	-2975.50449209506	6	4	2
41100	-2975.28935881391	7	2	4
41200	-2953.73590796252	5	2	0
41300	-2971.77597889716	7	3	2
41400	-2963.12630329088	5	3	2
41500	-2972.33587240637	5	2	4
41600	-2959.36137936389	4	2	2
41700	-2972.88003275678	4	6	1
41800	-2970.55976360154	6	6	1
41900	-2961.20498911538	5	5	0
42000	-2957.73022463448	3	3	1
42100	-2956.96523656851	3	5	1
42200	-2960.70291227191	5	3	2
42300	-2953.05186666028	3	3	1
42400	-2962.91557829377	3	6	0
42500	-2956.33073695219	4	4	0
42600	-2960.87278885839	5	4	0
42700	-2955.52757248533	3	3	1
42800	-2959.55699488548	4	5	0
42900	-2970.68052863575	6	3	3
43000	-2978.92451552288	8	3	3
43100	-2981.38446355806	7	6	2
43200	-2954.14075202444	3	4	1
43300	-2976.74834912246	5	5	3
43400	-2966.90231305995	3	3	3
43500	-2971.07576268719	5	1	3
43600	-2978.82274435412	7	2	2
43700	-2970.30548730762	5	4	2
43800	-2963.07846720322	5	3	3
43900	-2955.8772267934	4	2	1
44000	-2959.78284875299	4	5	0
44100	-2957.3289161843	5	2	1
44200	-2953.48065340868	4	3	0
44300	-2954.22694512454	3	1	2
44400	-2964.46630676134	2	7	0
44500	-2949.94863626514	3	3	0
44600	-2970.38342982785	6	3	1
44700	-2965.02443526415	4	5	2
44800	-2977.40989987405	4	6	4
44900	-2976.72176382646	5	7	3
45000	-2953.85697259314	3	4	2
45100	-2956.55081244977	4	3	1
45200	-2948.71599715699	4	2	0
45300	-2955.71580145912	4	3	1
45400	-2962.62937242545	3	6	0
45500	-2966.26274669341	6	3	2
45600	-2977.75821453183	5	9	0
45700	-2971.64889306348	4	6	3
45800	-2976.31544379481	7	1	5
45900	-2970.92905843772	5	3	4
46000	-2962.72648237646	8	2	0
46100	-2967.06786786685	8	4	0
46200	-2955.72421920938	6	2	0
46300	-2961.35335706859	5	2	2
46400	-2959.71737704061	4	1	3
46500	-2950.40466963311	4	2	0
46600	-2964.02643852023	3	2	3
46700	-2968.27149587254	6	2	2
46800	-2956.56180432565	5	2	0
46900	-2959.29370211749	3	2	3
47000	-2956.79582592865	5	1	1
47100	-2971.10297123319	5	3	4
47200	-2972.19418280716	6	2	3
47300	-2951.14932710882	4	1	1
47400	-2955.81466208207	3	4	1
47500	-2951.05602387303	3	4	0
47600	-2953.73274459915	3	4	1
47700	-2957.94924273347	4	3	2
47800	-2960.82897941232	4	4	2
47900	-2966.94577431623	4	5	2
48000	-2967.32352904491	4	7	0
48100	-2964.99358795937	5	3	2
48200	-2966.57939253808	6	5	0
48300	-2969.12342439408	5	3	2
48400	-2964.16036589416	5	3	2
48500	-2963.36250649553	6	3	1
48600	-2949.17481969678	3	2	1
48700	-2966.67804393658	7	3	1
48800	-2980.46299232998	8	5	1
48900	-2957.54614645421	5	1	1
49000	-2959.10313965726	5	3	0
49100	-2970.84336178976	8	1	3
49200	-2972.66763670351	7	4	1
49300	-2959.10603143062	5	3	1
49400	-2966.40074469636	6	1	3
49500	-2955.15856012179	6	1	0
49600	-2967.09376881195	4	4	2
49700	-2975.64972013606	4	6	2
49800	-2968.23654306349	4	5	3
49900	-2968.87989314515	4	2	2
50000	-2968.13801354756	9	2	0
50100	-2964.39009138158	4	6	0
50200	-2971.32481991222	7	3	2
50300	-2952.67461358847	4	3	1
50400	-2972.61856157974	6	5	2
50500	-2986.08652622402	8	8	1
50600	-2963.8958834684	4	5	2
50700	-2959.14401712684	4	5	0
50800	-2949.28456374662	4	2	0
50900	-2965.27542192343	6	4	1
51000	-2960.52513783929	5	4	0
51100	-2960.17996786544	3	3	1
51200	-2981.11172627516	8	5	2
51300	-2965.65723456947	4	4	2
51400	-2965.37865473879	6	2	2
51500	-2974.26151450239	7	2	2
51600	-2977.55425719983	5	4	3
51700	-2961.23774782332	3	3	3
51800	-2955.06668989211	3	2	2
51900	-2952.17360041648	4	1	1
52000	-2953.7272691624	5	1	0
52100	-2956.17274825438	5	2	1
52200	-2953.42946451816	4	3	0
52300	-2967.70330558153	4	6	2
52400	-2970.76656815851	6	5	2
52500	-2974.27436033171	6	5	3
52600	-2961.49906253729	5	4	1
52700	-2955.50446066284	6	1	0
52800	-2948.43522650567	3	1	0
52900	-2965.48565766196	4	5	2
53000	-2957.89055114895	4	4	0
53100	-2954.46904237276	4	3	1
53200	-2955.67210757362	4	2	2
53300	-2947.47197655807	3	3	0
53400	-2962.64898030605	3	3	3
53500	-2950.76194324133	3	2	2
53600	-2972.17476186366	5	8	0
53700	-2967.36095509088	7	3	1
53800	-2963.40146303788	5	2	3
53900	-2959.29146168532	4	2	2
54000	-2957.35633890196	5	2	1
54100	-2960.53641421658	8	1	1
54200	-2948.99813725527	4	2	0
54300	-2960.86105805956	3	3	3
54400	-2967.43461073738	8	3	1
54500	-2961.50057818932	5	3	2
54600	-2976.95271099795	3	3	6
54700	-2962.66231317763	6	5	1
54800	-2961.35656795012	4	4	1
54900	-2983.31323694698	4	8	0
55000	-2962.88839135576	6	4	0
55100	-2961.73737128358	5	5	1
55200	-2965.75251466425	4	3	3
55300	-2965.00325875972	5	4	2
55400	-2957.37827717172	4	2	2
55500	-2962.71658299008	5	5	1
55600	-2963.59182089662	6	5	1
55700	-2951.4240648741	3	2	1
55800	-2962.42897185848	3	5	1
55900	-2958.736809459	5	2	2
56000	-2957.86660120248	5	2	1
56100	-2967.61401332599	5	3	1
56200	-2961.81231026912	6	2	1
56300	-2967.89206496277	6	2	3
56400	-2953.21216308668	4	2	2
56500	-2967.15177438918	5	4	3
56600	-2953.93414535329	5	2	0
56700	-2952.34289064646	4	2	1
56800	-2980.25765482225	6	6	2
56900	-2956.75378432267	5	4	0
57000	-2962.20891301426	5	3	1
57100	-2959.57411121909	5	2	1
57200	-2967.50583525579	5	6	1
57300	-2977.66047395303	6	7	0
57400	-2970.00025122807	5	3	3
57500	-2966.66047206628	6	2	2
57600	-2954.09401399337	4	2	1
57700	-2964.15014673261	5	4	1
57800	-2965.4233192809	6	5	0
57900	-2958.56222813641	4	3	1
58000	-2972.11263382796	5	4	4
58100	-2966.73543061668	6	5	0
58200	-2972.88704073364	4	7	1
58300	-2975.12599129769	6	3	4
58400	-2971.67977387218	5	5	2
58500	-2966.97564704225	4	5	0
58600	-2956.05431947544	5	2	0
58700	-2975.18334813916	4	2	5
58800	-2962.19216350305	5	5	0
58900	-2960.7443268419	7	3	0
59000	-2962.47358984791	5	3	0
59100	-2962.10126381798	4	4	1
59200	-2962.66310921433	4	3	3
59300	-2969.03846391765	7	4	1
59400	-2959.67010331018	3	3	1
59500	-2978.40489908018	5	3	6
59600	-2960.54813474404	5	3	1
59700	-2969.35028463952	4	6	2
59800	-2969.65845197298	7	4	1
59900	-2959.05256974866	5	3	0
60000	-2973.04215721228	6	5	2
60100	-2957.31698638364	6	2	1
60200	-2973.40610675042	4	7	2
60300	-2949.55639473275	4	2	0
60400	-2962.11567217875	4	6	0
60500	-2975.76955286784	5	4	3
60600	-2954.2058022213	5	3	0
60700	-2968.50083564966	7	3	2
60800	-2954.50465754437	4	2	1
