Iteration	posterior	NumSpeciation	numExtinction	numMassExtinctions 
100	-630.68402827517	1	5	4
200	-616.74350777399	1	5	2
300	-626.964202874066	4	5	1
400	-643.974987616214	3	7	3
500	-632.928952008204	2	6	3
600	-604.315382566518	2	1	1
700	-612.143194530383	3	1	2
800	-605.7138791104	2	1	1
900	-625.872564332563	3	4	3
1000	-615.411346848429	2	2	3
1100	-612.472636373899	2	3	2
1200	-654.876144546789	2	7	6
1300	-630.126437238553	6	3	2
1400	-621.710175793294	3	2	3
1500	-607.757871134021	2	1	2
1600	-611.143141803346	2	1	3
1700	-624.468305104354	2	5	2
1800	-607.2290881891	1	1	3
1900	-614.089304325338	1	3	3
2000	-610.938245668586	3	2	2
2100	-609.893767199866	1	1	4
2200	-611.946709316655	2	2	3
2300	-615.383658332843	1	3	4
2400	-609.898560855341	2	2	2
2500	-610.328520516971	2	2	3
2600	-629.247616722046	4	3	4
2700	-630.629683738321	6	4	1
2800	-613.637237961361	3	3	1
2900	-611.395089410699	4	1	1
3000	-618.55228654873	4	3	2
3100	-622.121550743766	3	4	2
3200	-625.769012432473	3	3	4
3300	-618.571568209659	3	4	2
3400	-629.30260434316	6	3	2
3500	-616.896836147764	3	3	1
3600	-610.835252267699	3	3	0
3700	-623.925145049463	4	3	1
3800	-607.971549123645	1	2	3
3900	-616.050104268904	2	1	4
4000	-610.46908136246	2	2	3
4100	-613.129757528487	4	1	1
4200	-607.620396629242	3	1	2
4300	-621.11026206642	4	3	3
4400	-622.26863226135	4	5	0
4500	-624.876793264319	4	4	3
4600	-616.635030520015	3	4	2
4700	-612.121865795976	2	3	2
4800	-624.987666847735	2	3	4
4900	-622.158276110375	3	4	2
5000	-610.99828084869	1	3	1
5100	-632.152098939014	4	3	5
5200	-610.734082677331	1	4	1
5300	-610.282927781942	2	3	1
5400	-613.987905422758	2	3	2
5500	-632.944946430072	4	5	3
5600	-609.495606794546	2	3	0
5700	-618.883851103825	3	3	2
5800	-630.507628093664	2	4	4
5900	-612.589869924247	2	3	2
6000	-620.180350477438	5	2	1
6100	-624.464388423437	5	2	1
6200	-633.251080596783	6	3	2
6300	-629.243912691088	5	3	1
6400	-616.843166765318	3	3	2
6500	-643.733185116115	4	3	6
6600	-623.593382715207	3	6	0
6700	-612.281617318309	2	3	2
6800	-611.991401097453	3	3	1
6900	-617.329602088271	4	3	1
7000	-620.464580531123	3	4	1
7100	-618.289297854752	3	3	2
7200	-621.801996001933	3	5	0
7300	-627.156908948497	4	4	2
7400	-620.27482479284	3	2	3
7500	-615.28862466669	3	3	1
7600	-634.282743506796	3	2	6
7700	-616.034677791718	2	4	1
7800	-617.314282745282	3	4	0
7900	-637.52649577111	1	2	8
8000	-618.039142571226	3	3	2
8100	-627.086995371926	5	3	3
8200	-611.633062753004	2	1	3
8300	-633.488876867084	2	2	7
8400	-621.080348999158	1	2	5
8500	-624.322507283376	1	2	6
8600	-616.209362434925	1	3	3
8700	-613.295822005242	3	3	0
8800	-610.198455975328	1	1	3
8900	-614.594934818017	1	1	4
9000	-603.610966496441	2	1	1
9100	-618.214950674426	4	2	2
9200	-618.309876076941	3	1	3
9300	-621.714260734811	2	2	4
9400	-620.528377315996	3	1	4
9500	-622.973573248425	7	1	1
9600	-611.830692507974	4	1	1
9700	-623.921317687514	5	3	1
9800	-619.701232319019	5	2	2
9900	-640.290709048593	8	1	3
10000	-606.666268079031	3	1	0
10100	-614.884105091933	1	3	2
10200	-614.310596322956	2	2	3
10300	-617.633377322052	1	1	4
10400	-626.768236303349	5	2	2
10500	-615.586356034265	4	2	2
10600	-622.640566531066	5	3	0
10700	-624.324606191303	4	4	2
10800	-611.123322510337	4	2	0
10900	-618.313080726249	6	1	1
11000	-613.013843148886	5	1	1
11100	-614.539541579593	2	2	3
11200	-620.013586052538	1	3	3
11300	-612.045921939077	1	2	2
11400	-608.89395408626	1	3	1
11500	-607.045996903144	2	1	2
11600	-618.441212406011	3	1	3
11700	-632.25902118927	5	2	3
11800	-629.806440171451	3	5	2
11900	-613.79916914146	3	1	2
12000	-625.001656660113	3	3	3
12100	-611.657842266488	1	2	3
12200	-621.872805904749	3	4	2
12300	-612.166926547988	3	3	1
12400	-620.452347190398	3	4	2
12500	-620.931507043151	2	4	2
12600	-631.864722731257	4	5	2
12700	-626.974286473739	4	5	1
12800	-638.428401935926	6	5	2
12900	-622.4012367518	3	4	1
13000	-616.719932231588	3	3	1
13100	-619.889502647016	2	4	2
13200	-642.645457989424	5	5	3
13300	-617.536191337362	2	3	3
13400	-616.689969460721	2	3	2
13500	-621.662217644786	3	3	3
13600	-633.076712302148	3	5	4
13700	-613.288937218167	3	2	2
13800	-621.407936753474	2	2	4
13900	-601.230393307944	2	1	1
14000	-616.143516575587	1	2	3
14100	-621.665521491455	2	4	3
14200	-617.797775694771	2	1	4
14300	-618.521343798361	3	1	4
14400	-605.445059146926	2	2	1
14500	-612.155543285709	2	2	3
14600	-617.949035131503	2	3	3
14700	-621.427302054865	1	2	5
14800	-621.683306396164	1	4	3
14900	-618.965878065695	2	3	3
