Iteration	posterior	NumSpeciation	numExtinction	numMassExtinctions 
100	-213.559615429008	3	2	4
200	-192.797220604019	2	3	0
300	-200.409696242714	2	3	1
400	-195.493184340102	2	2	0
500	-197.206431833996	2	3	0
600	-200.842265526825	2	4	1
700	-197.051993125569	2	3	1
800	-209.377304613251	5	4	1
900	-202.702090243837	3	3	0
1000	-202.823025991455	5	3	1
1100	-202.194510621132	2	5	1
1200	-204.424794984957	3	2	1
1300	-197.784823816299	2	3	1
1400	-206.245662469107	6	1	0
1500	-206.344777501	3	1	2
1600	-204.256848142123	2	2	1
1700	-196.340683232996	1	5	0
1800	-202.205243973393	2	7	2
1900	-209.632212762546	6	4	0
2000	-203.301698308974	2	6	1
2100	-200.361225550673	2	4	0
2200	-207.678172599287	4	4	0
2300	-193.583918751447	2	4	0
2400	-201.128106167445	3	2	1
2500	-196.279475852276	2	1	0
2600	-197.401054734525	2	2	0
2700	-198.955809380606	3	1	0
2800	-202.843780326135	2	2	1
2900	-195.634553944796	2	6	0
3000	-205.600726697067	4	1	2
3100	-197.048929558743	1	5	0
3200	-202.007085488006	1	2	1
3300	-201.058355166794	2	2	1
3400	-197.549507267589	1	2	1
3500	-197.73958527969	2	2	1
3600	-199.530221800596	5	3	0
3700	-192.976371630489	2	3	0
3800	-201.790573808814	2	4	2
3900	-206.875834069014	3	3	2
4000	-202.339240274611	3	2	1
4100	-206.58302035716	5	3	1
4200	-206.484646610881	3	4	2
4300	-197.016444179839	3	1	0
4400	-199.562380465236	2	4	0
4500	-196.193017833929	2	3	0
4600	-200.440372480874	2	3	1
4700	-201.920714477165	1	5	2
4800	-207.800223774729	4	1	1
4900	-207.110995538283	3	3	1
5000	-202.879800808735	3	3	1
5100	-195.13762622761	4	4	0
5200	-205.308609692397	3	4	1
5300	-198.37563527221	1	3	1
5400	-200.438819869784	5	4	0
5500	-200.331841949595	2	3	0
5600	-218.255564295455	2	7	3
5700	-195.250221063494	4	4	0
5800	-208.759844042246	4	3	3
5900	-213.608301074751	3	1	4
6000	-199.420793491011	3	3	0
6100	-196.25488638842	2	4	0
6200	-208.367359273082	4	1	2
6300	-205.335626028546	4	2	2
6400	-203.372017650288	4	3	1
6500	-201.672820536792	2	2	2
6600	-204.862638637511	1	4	0
6700	-197.690783885856	4	3	0
6800	-200.227412433933	2	4	0
6900	-199.998224738695	3	3	0
7000	-198.831426726275	4	1	0
7100	-201.793627136871	3	3	1
7200	-197.248604246931	1	2	0
7300	-201.36256252732	1	1	0
7400	-198.002381404063	2	4	0
7500	-199.157496535815	3	3	1
7600	-201.123628393769	1	1	2
7700	-206.635345213234	1	4	3
7800	-199.128971820543	1	2	0
7900	-201.483661964792	3	2	1
8000	-198.514882173075	2	2	1
8100	-205.349963081056	1	4	2
8200	-197.451102985075	3	4	1
8300	-198.598477632606	2	3	1
8400	-197.693367828242	2	4	0
8500	-205.558443638578	3	1	2
8600	-195.749539300747	2	1	0
8700	-200.797709873419	2	3	2
8800	-195.680488661101	2	4	1
8900	-198.983935505656	1	3	1
9000	-202.873646791178	3	2	2
9100	-200.367394506315	4	2	0
9200	-202.943129114267	4	3	0
9300	-199.399191908365	3	2	1
9400	-210.49029030929	5	3	1
9500	-199.34173259209	2	1	1
9600	-213.887974084002	4	4	4
9700	-196.499267568	2	4	1
9800	-194.842337525371	2	3	0
9900	-197.561413409556	2	1	0
10000	-210.562600567639	2	6	2
10100	-205.600515551394	5	3	0
10200	-197.616780271083	3	1	0
10300	-197.138137882946	3	3	0
10400	-200.847296275186	4	2	1
10500	-199.998445743277	4	4	0
10600	-198.855400963067	3	1	0
10700	-213.227282661986	3	3	3
10800	-209.15747797852	5	3	2
10900	-204.031159860305	4	2	1
11000	-198.404455492747	3	1	0
11100	-206.825784771724	2	1	3
11200	-201.777169218189	4	1	1
11300	-201.665263148858	4	2	0
11400	-195.454265258006	2	3	0
11500	-206.303487750518	3	3	1
11600	-206.869307215069	5	2	2
11700	-208.659398682366	3	2	2
