NFos	FossilName	CrownvsStem	CalibratedTaxon	MinAge	MaxAge	BestPracticeScore	NUsrcrFos	DcrFos
1	F_1	crown	Cetacea	33.9	56			
2	F_2		Balaenidae	23.03	28.1
3	F_3		Eschrichtiidae	7.25	11.62
4	F_4		Iniidae	15.97	23.03
5	F_5		Monodontidae	15.97	20.44	
6	F_6		Phocoenidae	13.82	15.97	
7	F_7		Physeteridae	23.03	28.1
8	F_9		Platanistidae	20.44	23.03

