NFos	FossilName	CrownvsStem	CalibratedTaxon	MinAge	MaxAge	BestPracticeScore	NUsrcrFos	DcrFos
1	F_1	Crown	Primates	56	66
2	F_2	Crown	Catarrhini	24.44	34
3	F_3	Crown	Platyrrhini	21	29
4	F_4	Crown	Strepsirrhini	33.9	56

