name	forma	varietas	subspecies	species	species subgroup	species group	subgenus	genus	subtribe	tribe	subfamily	family	superfamily	parvorder	infraorder	suborder	order	superorder	infraclass	subclass	class	superclass	subphylum	phylum	superphylum	subkingdom	kingdom	superkingdom
Mesoplodon_hotaula	NA	NA	NA	1234366	NA	NA	NA	9757	NA	NA	NA	9756	NA	NA	NA	9722	9721	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Mesoplodon_carlhubbsi	NA	NA	NA	9758	NA	NA	NA	9757	NA	NA	NA	9756	NA	NA	NA	9722	9721	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Mesoplodon_bidens	NA	NA	NA	48745	NA	NA	NA	9757	NA	NA	NA	9756	NA	NA	NA	9722	9721	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Indopacetus_pacificus	NA	NA	NA	221924	NA	NA	NA	221923	NA	NA	NA	9756	NA	NA	NA	9722	9721	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Mesoplodon_traversii	NA	NA	NA	200929	NA	NA	NA	9757	NA	NA	NA	9756	NA	NA	NA	9722	9721	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Mesoplodon_bowdoini	NA	NA	NA	74393	NA	NA	NA	9757	NA	NA	NA	9756	NA	NA	NA	9722	9721	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Mesoplodon_europaeus	NA	NA	NA	27616	NA	NA	NA	9757	NA	NA	NA	9756	NA	NA	NA	9722	9721	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Mesoplodon_grayi	NA	NA	NA	74394	NA	NA	NA	9757	NA	NA	NA	9756	NA	NA	NA	9722	9721	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Mesoplodon_mirus	NA	NA	NA	52113	NA	NA	NA	9757	NA	NA	NA	9756	NA	NA	NA	9722	9721	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Mesoplodon_hectori	NA	NA	NA	52112	NA	NA	NA	9757	NA	NA	NA	9756	NA	NA	NA	9722	9721	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Mesoplodon_densirostris	NA	NA	NA	48708	NA	NA	NA	9757	NA	NA	NA	9756	NA	NA	NA	9722	9721	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Mesoplodon_perrini	NA	NA	NA	187411	NA	NA	NA	9757	NA	NA	NA	9756	NA	NA	NA	9722	9721	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Mesoplodon_peruvianus	NA	NA	NA	27617	NA	NA	NA	9757	NA	NA	NA	9756	NA	NA	NA	9722	9721	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Mesoplodon_layardii	NA	NA	NA	74395	NA	NA	NA	9757	NA	NA	NA	9756	NA	NA	NA	9722	9721	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Mesoplodon_ginkgodens	NA	NA	NA	272214	NA	NA	NA	9757	NA	NA	NA	9756	NA	NA	NA	9722	9721	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Mesoplodon_stejnegeri	NA	NA	NA	52114	NA	NA	NA	9757	NA	NA	NA	9756	NA	NA	NA	9722	9721	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
Ziphius_cavirostris	NA	NA	NA	9760	NA	NA	NA	9759	NA	NA	NA	9756	NA	NA	NA	9722	9721	314145	NA	NA	40674	7776	89593	7711	NA	NA	33208	2759
