time	diversity	m_div	M_div	median_genus_age	m_age	M_age	turnover	m_turnover	M_turnover	life_exp	m_life_exp	M_life_exp	
28	0.0	0	0	NA	NA	NA	1.0	1	1	NA	NA	NA
27	1.0	1	1	0.608090975456	0.608090975456	0.608090975456	1.0	1.0	1.0	26.5389723652	26.5389723652	26.5389723652
26	1.0	1	1	1.60809097546	1.60809097546	1.60809097546	0.0	0.0	0.0	25.5389723652	25.5389723652	25.5389723652
25	2.0	2	2	1.73870206643	1.73870206643	1.73870206643	0.5	0.5	0.5	22.4733756612	22.4733756612	22.4733756612
24	4.0	4	4	1.3272124302	1.3272124302	1.3272124302	0.5	0.5	0.5	19.3900673734	19.3900673734	19.3900673734
23	8.0	8	8	1.03059002172	1.03059002172	1.03059002172	0.5	0.5	0.5	18.1079689913	18.1079689913	18.1079689913
22	12.0	12	12	1.63621146422	1.63621146422	1.63621146422	0.333333333333	0.333333333333	0.333333333333	16.1847126113	16.1847126113	16.1847126113
21	18.0	18	18	1.72128399857	1.72128399857	1.72128399857	0.388888888889	0.388888888889	0.388888888889	15.1847126113	15.1847126113	15.1847126113
20	18.0	18	18	2.72128399857	2.72128399857	2.72128399857	0.0	0.0	0.0	14.1847126113	14.1847126113	14.1847126113
19	22.0	22	22	3.21552942551	3.21552942551	3.21552942551	0.181818181818	0.181818181818	0.181818181818	13.1488124277	13.1488124277	13.1488124277
18	23.0	23	23	3.95605622827	3.95605622827	3.95605622827	0.130434782609	0.130434782609	0.130434782609	12.7717818258	12.7717818258	12.7717818258
17	29.0	29	29	4.4687337364	4.4687337364	4.4687337364	0.206896551724	0.206896551724	0.206896551724	10.329524407	10.329524407	10.329524407
16	29.0	29	29	5.40146835385	5.40146835385	5.40146835385	0.103448275862	0.103448275862	0.103448275862	9.52315310116	9.52315310116	9.52315310116
15	28.0	28	28	6.43510104513	6.43510104513	6.43510104513	0.0714285714286	0.0714285714286	0.0714285714286	9.14881242769	9.14881242769	9.14881242769
14	24.0	24	24	7.49317541969	7.49317541969	7.49317541969	0.0416666666667	0.0416666666667	0.0416666666667	9.10796899127	9.10796899127	9.10796899127
13	26.0	26	26	7.50618270182	7.50618270182	7.50618270182	0.115384615385	0.115384615385	0.115384615385	8.10796899127	8.10796899127	8.10796899127
12	26.0	26	26	8.50618270182	8.50618270182	8.50618270182	0.115384615385	0.115384615385	0.115384615385	7.65098578549	7.65098578549	7.65098578549
11	25.0	25	25	10.4014683539	10.4014683539	10.4014683539	0.0	0.0	0.0	6.89419261368	6.89419261368	6.89419261368
10	28.0	28	28	9.43526363882	9.43526363882	9.43526363882	0.107142857143	0.107142857143	0.107142857143	5.39006737339	5.39006737339	5.39006737339
9	29.0	29	29	9.74042022002	9.74042022002	9.74042022002	0.103448275862	0.103448275862	0.103448275862	4.40777895729	4.40777895729	4.40777895729
8	30.0	30	30	9.8962058317	9.8962058317	9.8962058317	0.0666666666667	0.0666666666667	0.0666666666667	3.39006737339	3.39006737339	3.39006737339
7	30.0	30	30	10.8962058317	10.8962058317	10.8962058317	0.0666666666667	0.0666666666667	0.0666666666667	2.39006737339	2.39006737339	2.39006737339
6	29.0	29	29	12.74042022	12.74042022	12.74042022	0.0344827586207	0.0344827586207	0.0344827586207	1.89419261368	1.89419261368	1.89419261368
5	24.0	24	24	12.851520798	12.851520798	12.851520798	0.0416666666667	0.0416666666667	0.0416666666667	2.30117834132	2.30117834132	2.30117834132
4	21.0	21	21	12.9626213761	12.9626213761	12.9626213761	0.0952380952381	0.0952380952381	0.0952380952381	1.9862840241	1.9862840241	1.9862840241
3	19.0	19	19	10.7944946868	10.7944946868	10.7944946868	0.105263157895	0.105263157895	0.105263157895	1.86135207723	1.86135207723	1.86135207723
2	23.0	23	23	7.53009049949	7.53009049949	7.53009049949	0.260869565217	0.260869565217	0.260869565217	1.56227380365	1.56227380365	1.56227380365
1	18.0	18	18	4.09507888387	4.09507888387	4.09507888387	0.0	0.0	0.0	0.985886510971	0.985886510971	0.985886510971
0	14.0	14	14	5.09507888387	5.09507888387	5.09507888387	0.0	0.0	0.0	-0.00285324146758	-0.00285324146758	-0.00285324146758
