time	diversity	m_div	M_div	median_genus_age	m_age	M_age	turnover	m_turnover	M_turnover	life_exp	m_life_exp	M_life_exp	
16	0.0	0	0	NA	NA	NA	1.0	1	1	NA	NA	NA
15	1.0	1	1	0.11513640219	0.11513640219	0.11513640219	1.0	1.0	1.0	11.0844669007	11.0844669007	11.0844669007
14	1.0	1	1	1.11513640219	1.11513640219	1.11513640219	0.0	0.0	0.0	10.0844669007	10.0844669007	10.0844669007
13	2.0	2	2	1.11488394817	1.11488394817	1.11488394817	0.5	0.5	0.5	10.2257380272	10.2257380272	10.2257380272
12	3.0	3	3	1.11463149415	1.11463149415	1.11463149415	0.333333333333	0.333333333333	0.333333333333	10.3670091537	10.3670091537	10.3670091537
11	3.0	3	3	2.11463149415	2.11463149415	2.11463149415	0.0	0.0	0.0	9.36700915369	9.36700915369	9.36700915369
10	3.0	3	3	3.11463149415	3.11463149415	3.11463149415	0.0	0.0	0.0	8.36700915369	8.36700915369	8.36700915369
9	3.0	3	3	4.11463149415	4.11463149415	4.11463149415	0.0	0.0	0.0	7.36700915369	7.36700915369	7.36700915369
8	4.0	4	4	4.56375391201	4.56375391201	4.56375391201	0.25	0.25	0.25	5.22573802722	5.22573802722	5.22573802722
7	3.0	3	3	6.11463149415	6.11463149415	6.11463149415	0.0	0.0	0.0	5.36700915369	5.36700915369	5.36700915369
6	3.0	3	3	7.11463149415	7.11463149415	7.11463149415	0.0	0.0	0.0	4.36700915369	4.36700915369	4.36700915369
5	13.0	13	13	0.541728797099	0.541728797099	0.541728797099	0.769230769231	0.769230769231	0.769230769231	2.89574478055	2.89574478055	2.89574478055
4	14.0	14	14	1.44124054583	1.44124054583	1.44124054583	0.214285714286	0.214285714286	0.214285714286	1.55870174967	1.55870174967	1.55870174967
3	19.0	19	19	1.39394830045	1.39394830045	1.39394830045	0.421052631579	0.421052631579	0.421052631579	0.357954700804	0.357954700804	0.357954700804
2	17.0	17	17	2.39394830045	2.39394830045	2.39394830045	0.176470588235	0.176470588235	0.176470588235	0.367009153693	0.367009153693	0.367009153693
1	12.0	12	12	3.28738573761	3.28738573761	3.28738573761	0.166666666667	0.166666666667	0.166666666667	0.913834252459	0.913834252459	0.913834252459
0	36.0	36	36	0.272460889081	0.272460889081	0.272460889081	0.777777777778	0.777777777778	0.777777777778	1.69043976349	1.69043976349	1.69043976349
