Iteration	posterior	NumSpeciation	numExtinction	numMassExtinctions 
100	-993.437993288721	4	2	2
200	-987.428118239838	3	3	1
300	-985.698086964473	4	3	1
400	-993.599841757981	3	3	1
500	-996.203985420378	6	3	2
600	-993.789154624677	6	3	1
700	-989.644412768333	4	3	2
800	-1000.39033197958	6	1	2
900	-996.914741733517	4	1	2
1000	-1000.17821112193	3	1	3
1100	-999.974711770144	4	3	2
1200	-999.958685270575	7	5	2
1300	-998.204349585755	3	2	3
1400	-993.24355558816	5	2	1
1500	-1003.05028058568	4	2	3
1600	-994.988973648927	4	4	2
1700	-994.250963345252	3	1	2
1800	-999.926971602266	5	3	3
1900	-994.070956090883	3	2	1
2000	-987.162177230539	3	1	1
2100	-987.820704499211	3	5	1
2200	-993.53542567097	4	4	2
2300	-988.673309079077	3	2	1
2400	-996.328397537169	6	5	2
2500	-998.579214263775	3	2	3
2600	-999.44757666259	6	3	1
2700	-1001.25932290737	6	5	2
2800	-1007.30591449791	4	2	4
2900	-997.647352803474	4	1	2
3000	-987.330736067851	4	3	1
3100	-987.832287184555	3	2	1
3200	-999.186488806587	4	2	3
3300	-1002.75308790256	3	2	4
3400	-990.998548787879	4	4	1
3500	-1006.42713269495	7	5	3
3600	-1006.63929512422	5	2	4
3700	-994.848388927312	4	2	1
3800	-991.884054566696	6	5	1
3900	-995.523007168944	4	3	1
4000	-989.404801821457	3	3	1
4100	-998.713802419005	4	4	2
4200	-992.214671951481	3	2	2
4300	-996.488165189258	3	2	1
4400	-996.368408509834	5	3	2
4500	-992.855773882305	3	2	2
4600	-1017.91100147448	7	6	3
4700	-987.704808490193	4	4	1
4800	-991.921785950253	3	3	2
4900	-1002.70955781771	4	2	3
5000	-996.836657784824	6	3	2
5100	-996.441269986962	3	3	1
5200	-992.299554372923	4	2	1
5300	-989.058582592407	3	4	1
5400	-998.543252333836	5	5	2
5500	-989.146344556194	4	1	1
5600	-1004.90577601854	4	1	2
5700	-990.018564622598	5	4	1
5800	-996.029498933366	6	1	2
5900	-1003.60845870266	5	1	2
6000	-995.906398338474	3	2	2
6100	-998.739159505987	5	3	1
6200	-992.225623853145	4	3	1
6300	-990.486173905079	4	4	1
6400	-992.079556930181	4	3	1
6500	-1002.63401803053	4	2	3
6600	-995.450953853141	3	2	2
6700	-1008.2761345	7	2	1
6800	-996.065454140894	3	3	2
6900	-998.13813116422	3	3	2
7000	-999.083695444195	3	3	3
7100	-990.12840780514	3	4	2
7200	-994.715268735687	3	2	2
7300	-987.144014010168	3	2	1
7400	-989.588395107479	5	1	1
7500	-1000.7313280026	4	1	2
7600	-988.752335010393	3	2	1
7700	-998.092540618602	5	2	2
7800	-999.358073533505	3	4	3
7900	-998.785046341594	3	3	1
8000	-992.263407060027	4	3	2
8100	-1012.44210590612	3	5	3
8200	-997.322780682643	4	2	2
8300	-1003.91601652506	4	5	3
8400	-998.278133620179	7	2	1
8500	-1000.06257567558	6	2	1
8600	-995.70461652355	5	2	1
8700	-987.881171185509	4	1	1
8800	-995.879640176436	3	5	1
8900	-993.450410756204	4	5	2
9000	-997.436112222884	6	2	1
9100	-991.105220001328	3	3	1
9200	-990.821062298692	4	4	1
9300	-1007.81151916346	4	3	3
9400	-999.679873678539	5	1	1
9500	-991.339392918812	5	5	2
9600	-999.879712945459	3	3	3
9700	-998.649664240643	4	3	2
9800	-990.956783670842	4	2	1
9900	-995.305445039832	5	2	2
10000	-993.842979330126	4	5	2
10100	-1002.09426000428	3	4	3
10200	-990.843211736132	3	3	2
10300	-996.815802432375	5	1	1
10400	-993.453931201825	4	5	1
10500	-986.339681731012	3	4	1
10600	-996.595650545274	4	3	2
10700	-994.505485898379	5	3	2
10800	-993.764022533651	3	4	2
10900	-1004.75215876002	5	2	3
11000	-994.725867130936	5	3	1
11100	-989.159223051561	4	4	1
11200	-995.508656224968	4	4	2
11300	-993.87693771879	3	2	2
11400	-994.917037621771	3	2	2
11500	-996.197935452682	4	3	3
11600	-1012.03367466632	4	4	2
11700	-987.64675818868	4	4	1
11800	-1004.40973679407	5	2	3
11900	-1000.15307901464	5	5	3
12000	-989.324712334219	3	4	2
12100	-997.730574846605	4	3	3
12200	-987.577063564545	3	3	1
12300	-996.379674831049	3	2	2
12400	-992.469763728623	4	4	1
12500	-990.083420916376	3	4	2
12600	-991.355679024375	5	3	2
12700	-986.918823974601	4	2	1
12800	-1000.44578781719	8	1	1
12900	-995.08606562126	5	4	2
13000	-993.620833624779	5	2	1
13100	-992.753435637111	6	2	1
13200	-998.787792319225	3	4	2
13300	-995.115571103116	4	4	3
13400	-1003.32141457971	4	1	3
13500	-1004.71623578363	5	5	4
13600	-995.638070170648	4	3	2
13700	-990.891350574845	3	5	1
13800	-997.012099576569	4	3	2
13900	-998.501869176831	3	3	3
14000	-999.329232955792	5	2	2
14100	-997.002341375038	5	2	2
14200	-989.527856601023	3	4	1
14300	-997.046000182419	6	2	1
14400	-990.295505500575	3	2	1
14500	-1004.23790638476	4	2	3
14600	-998.956621417022	4	2	2
14700	-988.401290386325	3	4	1
14800	-992.246294344658	3	3	1
14900	-992.547875269057	3	4	1
15000	-993.81503254244	4	1	1
15100	-1000.90979238716	6	5	2
15200	-993.964451326935	4	3	2
15300	-1001.08182712537	3	6	4
15400	-999.719890866239	7	2	1
15500	-996.394758486173	4	4	3
15600	-991.330266612361	5	3	2
15700	-997.046730879931	5	2	2
15800	-994.370437864443	4	2	2
15900	-1000.29238310916	5	4	2
16000	-992.532595577326	3	1	1
16100	-1003.22577267984	7	2	3
16200	-995.97005549222	4	3	1
16300	-993.92077601797	4	2	2
16400	-995.217164508739	3	2	3
16500	-986.971629640346	4	2	1
16600	-993.132171097014	4	1	2
16700	-987.496750545529	3	4	1
16800	-1008.75421774312	6	4	2
16900	-997.025174078077	3	2	2
17000	-992.366012633363	3	4	1
17100	-991.435490109045	4	8	1
17200	-989.368640956934	3	4	1
17300	-992.559800109442	4	3	1
17400	-994.714344626038	4	4	1
17500	-1005.25156537668	4	3	2
17600	-989.65269313285	3	6	1
17700	-989.000126647334	3	3	1
17800	-990.961077237188	5	4	1
17900	-999.507000805232	3	4	2
18000	-995.388322604166	5	2	1
18100	-992.216819076422	5	3	1
18200	-999.301213880443	5	7	2
18300	-999.5122976732	6	2	2
18400	-998.040926449722	3	4	2
18500	-1000.83400757946	3	3	2
18600	-1000.41018653327	4	6	1
18700	-989.771460732901	3	1	1
18800	-1000.99477122738	5	3	3
18900	-989.927341328394	3	3	1
19000	-991.498141550862	5	2	1
19100	-1000.94432042696	6	2	1
19200	-1007.02749299983	5	4	4
19300	-994.969001275534	3	3	3
19400	-993.958118930864	3	2	2
19500	-1000.01287391723	4	4	3
19600	-990.733401822961	5	5	2
19700	-1005.27450100283	8	2	3
19800	-996.387590219965	4	2	2
19900	-1008.3330269182	4	4	5
20000	-1004.32456094292	4	1	2
20100	-1000.49404114451	3	2	3
20200	-998.384026741605	5	2	2
20300	-996.893647931022	3	2	1
20400	-997.243311632947	4	1	2
20500	-1001.93359348991	4	3	3
20600	-1002.35392149236	3	4	3
20700	-1001.75920382917	6	6	3
20800	-1002.58695913423	4	3	3
20900	-1009.80699433286	3	3	4
21000	-1006.1756843037	3	3	4
21100	-1002.12962725473	3	1	3
21200	-1003.66570918453	4	3	3
21300	-1010.42325944894	3	3	5
21400	-1015.10196966868	3	3	5
21500	-1007.7110865886	3	4	1
21600	-998.668375488949	3	6	2
21700	-1004.88884881153	3	3	3
21800	-998.640970036822	3	2	2
21900	-998.338645115681	3	3	2
22000	-1003.49408072979	3	4	3
22100	-998.39299995607	4	4	2
22200	-1000.02760139632	3	4	3
22300	-998.101167838591	3	5	3
22400	-998.102585932432	4	1	2
22500	-999.653440717044	3	1	2
22600	-1007.87297923325	3	3	2
22700	-1002.26905943094	3	1	3
22800	-998.98280922854	3	5	3
22900	-1008.95412565749	5	5	4
23000	-1003.69153175238	3	4	4
23100	-998.458848775414	3	2	3
23200	-996.286660903902	4	2	3
23300	-996.563687610704	5	4	3
23400	-995.774556404716	3	2	2
23500	-1013.71199186142	3	2	6
23600	-997.440896523321	5	3	1
23700	-1007.00689874623	5	1	3
23800	-991.870435591058	3	4	2
23900	-1004.92570057735	3	1	4
24000	-996.867563106123	4	4	1
24100	-991.48771289245	4	2	1
24200	-991.441348001936	3	2	2
24300	-990.372336580416	3	7	2
24400	-998.939363561779	5	3	2
24500	-994.63567083476	4	3	2
24600	-992.930363683937	5	2	1
24700	-999.62319559854	3	2	3
24800	-991.644241346121	4	1	1
