clade	species	ts	te
0.0	1.0	6.952895107297496	2.2874219258339252
0.0	2.0	8.6754239171046326	8.1909573373157993
0.0	3.0	13.283935709402231	1.4278226627175614
0.0	4.0	2.6246418098022604	2.1156133418181806
0.0	5.0	1.3135892400787434	0.0
0.0	6.0	3.461498854065864	1.0740410368991138
0.0	7.0	2.6887975778815334	2.1843095223645053
0.0	8.0	4.4689941154407862	0.0067252765775132218
0.0	9.0	4.1097342144199231	0.00084405574678421023
0.0	10.0	1.4626842948400403	0.0032718860256231602
0.0	11.0	1.7285063892555907	1.2473424697927424
0.0	12.0	2.5888570590458277	0.0078397578833305226
0.0	13.0	22.357127984499297	15.61766541589658
0.0	14.0	11.268891579476183	10.77370049665902
0.0	15.0	19.41994985600568	11.444179491063984
0.0	16.0	12.308491069308118	6.5234706743042574
0.0	17.0	8.2393602563085011	4.7974409658700043
0.0	18.0	9.9445083924390403	9.43870637527551
0.0	19.0	8.2920571537845689	4.5956278788818627
0.0	20.0	22.680353021237387	22.166754055553923
0.0	21.0	19.956839887564541	19.466511366367357
0.0	22.0	16.665217811859829	16.154665509994128
0.0	23.0	5.6776640476569646	1.7404419755936298
0.0	24.0	4.2952726993242072	1.4033420615904943
0.0	25.0	16.175921740509704	12.113987074031696
0.0	26.0	13.915147457876687	13.402643437399975
0.0	27.0	16.35124625410074	12.004810120830063
0.0	28.0	4.3943994164687119	0.00088868401187278763
0.0	29.0	19.037809203789926	9.4375588378380364
0.0	30.0	20.409745115214342	15.101984804945387
0.0	31.0	21.957757655629347	9.1877319260603674
0.0	32.0	16.980899960427372	8.2967342685065368
0.0	33.0	5.4715496113706248	1.8259569537056439
0.0	34.0	3.3300519124803878	0.0
0.0	35.0	3.2194839383524303	0.0
0.0	36.0	5.6980880547289781	1.7638970807301129
0.0	37.0	0.51280276838625316	0.0
0.0	38.0	0.58546838266821011	0.0
0.0	39.0	3.8050098956424763	0.01176082928279247
0.0	40.0	2.9830855613008693	0.0
