NFos	FossilName	CrownvsStem	CalibratedTaxon	MinAge	MaxAge	BestPracticeScore	NUsrcrFos	DcrFos
1	F_1		Dermoptera	61.7	63.3
2	F_2		Scandentia	33.9	37.2
