NFos	FossilName	CrownvsStem	CalibratedTaxon	MinAge	MaxAge	BestPracticeScore	NUsrcrFos	DcrFos
1	F_1	Crown	Ruminantia	66	66.1
2	F_2		Cervidae	33	33.9
3	F_3		Bovidae	30	30.6
4	F_4		Tragulina	37	37.2

