NFos	FossilName	CrownvsStem	CalibratedTaxon	MinAge	MaxAge	BestPracticeScore	NUsrcrFos	DcrFos
1	F_1		Monotremata,Lagomorpha,Chiroptera,Rodentia,Afrotheria,Metatheria,Carnivora,Primates,Xenarthra,Cetacea	169	169.7
2	F_2		Lagomorpha	47.6	66
3	F_3		Rodentia	56	66
4	F_4		Afrotheria	56	164.6
5	F_5		Metatheria	47.6	131.3
6	F_6		Carnivora	37.3	66
7	F_7		Primates	56	66
8	F_8		Xenarthra	47.6	164.6
9	F_9		Cetacea	33.9	56
10	F_10		Chiroptera	45	58.9
