NFos	FossilName	CrownvsStem	CalibratedTaxon	MinAge	MaxAge	BestPracticeScore	NUsrcrFos	DcrFos
1	F_1		Hystricognathi	41.3	48.6	
2	F_2		Echimyidae	37.2	48.6
3	F_3		Octodonitidae	21	29
4	F_4		Capromyidae	15.97	23.3

